date id ninfected nrecovered ndeceased
105 9 7 1312 13
105 2 17 6224 60
105 21 37 3186 24
105 28 7 148 2
105 5 86 4633 39
105 23 10 1947 16
105 27 48 1069 6
105 7 41 7016 80
105 4 31 6270 61
105 1 58 4750 46
105 13 41 3464 30
105 16 10 487 3
105 17 20 365 2
105 18 40 1464 18
105 3 10 4871 50
105 19 40 1497 13
105 20 57 14682 198
105 15 29 952 9
105 22 15 1481 14
105 24 1 897 7
105 26 661 37910 492
106 31 137 3247 26
106 29 64 2975 32
106 12 21 834 10
106 11 124 4799 51
106 10 24 2079 28
106 0 92 37904 349
106 25 1 170 1
106 6 26 1900 13
106 8 85 4594 43
106 14 60 4914 52
106 30 21 285 2
106 9 5 1315 13
106 2 16 6238 60
106 21 40 3211 25
106 28 9 152 2
106 5 96 4686 40
106 23 12 1952 16
106 27 40 1102 6
106 7 32 7044 80
106 4 33 6291 61
106 1 59 4785 46
106 13 43 3491 30
106 16 6 496 3
106 17 32 372 3
106 18 48 1489 18
106 3 7 4879 50
106 19 40 1523 13
106 20 61 14715 199
106 15 26 973 9
106 22 16 1488 14
106 24 2 898 7
106 26 636 38372 496
107 31 132 3340 28
107 29 72 3015 32
107 12 21 846 10
107 11 118 4880 51
107 10 21 2094 28
107 0 66 37962 349
107 25 0 171 1
107 6 29 1912 13
107 8 97 4640 43
107 14 53 4950 52
107 30 27 302 2
107 9 4 1318 13
107 2 10 6249 60
107 21 45 3237 25
107 28 17 158 2
107 5 106 4740 41
107 23 21 1959 16
107 27 61 1132 6
107 7 46 7061 80
107 4 47 6308 61
107 1 64 4819 46
107 13 55 3517 30
107 16 8 497 3
107 17 44 392 3
107 18 40 1516 19
107 3 7 4883 50
107 19 39 1549 13
107 20 51 14757 199
107 15 26 990 9
107 22 14 1497 14
107 24 3 899 7
107 26 586 38817 502
108 31 133 3430 28
108 29 80 3063 32
108 12 11 860 10
108 11 128 4947 52
108 10 20 2106 28
108 0 61 38002 350
108 25 13 171 1
108 6 17 1929 13
108 8 95 4693 43
108 14 46 4985 53
108 30 27 319 2
108 9 5 1320 13
108 2 10 6253 60
108 21 47 3267 25
108 28 19 170 2
108 5 99 4809 42
108 23 22 1971 17
108 27 55 1168 7
108 7 44 7091 80
108 4 49 6331 61
108 1 70 4856 46
108 13 56 3551 30
108 16 7 502 3
108 17 60 410 3
108 18 47 1536 19
108 3 6 4886 50
108 19 48 1573 13
108 20 48 14788 199
108 15 33 1002 9
108 22 15 1506 14
108 24 4 900 7
108 26 569 39222 505
109 31 112 3520 29
109 29 87 3116 32
109 12 14 867 10
109 11 96 5033 53
109 10 25 2117 28
109 0 45 38042 351
109 25 15 177 1
109 6 13 1942 13
109 8 105 4743 45
109 14 49 5015 53
109 30 34 337 2
109 9 1 1324 13
109 2 7 6259 60
109 21 49 3294 25
109 28 24 179 2
109 5 95 4869 43
109 23 12 1986 17
109 27 46 1204 7
109 7 53 7116 80
109 4 39 6360 63
109 1 55 4901 46
109 13 51 3588 31
109 16 14 504 3
109 17 53 445 3
109 18 48 1568 20
109 3 3 4889 50
109 19 55 1604 13
109 20 47 14821 199
109 15 31 1025 9
109 22 8 1514 15
109 24 4 904 7
109 26 579 39618 510
110 31 121 3590 29
110 29 104 3167 33
110 12 6 877 10
110 11 108 5095 54
110 10 42 2130 28
110 0 52 38067 351
110 25 18 183 1
110 6 22 1952 13
110 8 90 4820 46
110 14 32 5051 53
110 30 33 356 2
110 9 7 1324 13
110 2 3 6264 60
110 21 58 3322 26
110 28 21 193 3
110 5 119 4908 43
110 23 8 1996 17
110 27 69 1229 7
110 7 56 7149 80
110 4 25 6388 63
110 1 51 4932 47
110 13 55 3624 32
110 16 15 510 3
110 17 59 469 3
110 18 40 1603 20
110 3 5 4891 50
110 19 72 1634 13
110 20 43 14859 199
110 15 42 1041 10
110 22 6 1519 15
110 24 5 907 7
110 26 541 40030 516
111 31 92 3679 29
111 29 107 3227 36
111 12 9 881 10
111 11 102 5170 54
111 10 33 2154 29
111 0 53 38092 352
111 25 22 190 1
111 6 24 1966 13
111 8 117 4864 46
111 14 40 5070 53
111 30 30 377 2
111 9 15 1327 13
111 2 5 6266 60
111 21 62 3354 26
111 28 24 205 3
111 5 118 4974 44
111 23 16 1999 17
111 27 58 1266 7
111 7 69 7181 80
111 4 23 6403 63
111 1 46 4963 48
111 13 45 3659 33
111 16 26 515 3
111 17 53 503 5
111 18 29 1624 20
111 3 8 4893 50
111 19 58 1682 15
111 20 45 14886 199
111 15 39 1070 10
111 22 3 1525 15
111 24 1 910 7
111 26 517 40418 518
112 31 94 3744 30
112 29 108 3296 37
112 12 12 888 10
112 11 88 5242 54
112 10 43 2173 29
112 0 59 38120 352
112 25 18 201 1
112 6 24 1980 14
112 8 98 4933 46
112 14 27 5097 54
112 30 33 395 2
112 9 11 1335 13
112 2 2 6270 60
112 21 54 3399 26
112 28 27 221 3
112 5 112 5052 45
112 23 16 2011 17
112 27 50 1307 8
112 7 54 7222 81
112 4 21 6413 63
112 1 64 4985 49
112 13 35 3693 33
112 16 28 527 3
112 17 56 535 5
112 18 31 1639 20
112 3 7 4898 51
112 19 64 1717 15
112 20 33 14921 200
112 15 53 1092 10
112 22 9 1525 15
112 24 0 911 7
112 26 521 40790 523
113 31 70 3815 30
113 29 105 3363 37
113 12 9 894 11
113 11 86 5299 54
113 10 28 2199 29
113 0 82 38147 353
113 25 20 215 1
113 6 32 1994 14
113 8 98 4994 46
113 14 38 5113 54
113 30 35 422 2
113 9 11 1340 13
113 2 1 6271 60
113 21 68 3434 26
113 28 29 237 4
113 5 127 5114 45
113 23 25 2019 17
113 27 53 1340 8
113 7 54 7259 81
113 4 24 6426 63
113 1 72 5023 50
113 13 48 3711 33
113 16 17 545 5
113 17 55 572 5
113 18 25 1658 20
113 3 8 4902 51
113 19 60 1755 15
113 20 43 14941 201
113 15 52 1120 11
113 22 5 1529 15
113 24 3 911 7
113 26 516 41151 528
114 31 77 3862 31
114 29 99 3433 37
114 12 8 897 11
114 11 84 5359 54
114 10 27 2212 29
114 0 93 38183 353
114 25 16 228 1
114 6 38 2012 14
114 8 77 5050 48
114 14 35 5137 54
114 30 42 439 2
114 9 12 1346 13
114 2 7 6272 60
114 21 58 3478 26
114 28 33 253 4
114 5 122 5194 45
114 23 23 2033 17
114 27 32 1377 9
114 7 50 7294 82
114 4 27 6441 63
114 1 55 5068 50
114 13 34 3746 33
114 16 20 554 5
114 17 78 605 5
114 18 23 1677 20
114 3 5 4909 51
114 19 49 1798 15
114 20 24 14972 202
114 15 49 1152 11
114 22 4 1533 15
114 24 5 913 7
114 26 538 41517 532
115 31 78 3902 31
115 29 90 3497 38
115 12 4 904 11
115 11 73 5417 54
115 10 26 2228 29
115 0 85 38234 353
115 25 12 239 1
115 6 41 2030 16
115 8 84 5098 48
115 14 43 5153 54
115 30 40 461 3
115 9 9 1354 13
115 2 11 6278 60
115 21 69 3513 26
115 28 45 273 4
115 5 133 5266 46
115 23 25 2051 17
115 27 56 1396 9
115 7 37 7328 82
115 4 22 6458 63
115 1 53 5099 50
115 13 34 3770 33
115 16 17 564 6
115 17 69 656 5
115 18 20 1693 20
115 3 7 4913 51
115 19 55 1825 16
115 20 26 14989 202
115 15 50 1180 11
115 22 4 1536 15
115 24 13 917 7
115 26 574 41878 539
116 31 73 3952 31
116 29 96 3549 39
116 12 8 908 11
116 11 66 5461 54
116 10 19 2247 29
116 0 93 38275 353
116 25 12 246 1
116 6 38 2056 16
116 8 93 5144 49
116 14 52 5177 54
116 30 40 487 3
116 9 13 1361 13
116 2 14 6286 60
116 21 68 3555 26
116 28 35 297 4
116 5 141 5338 46
116 23 27 2066 17
116 27 47 1425 11
116 7 39 7351 83
116 4 23 6469 63
116 1 53 5122 51
116 13 26 3795 34
116 16 18 570 6
116 17 78 698 5
116 18 28 1706 20
116 3 6 4918 51
116 19 40 1865 16
116 20 17 15011 202
116 15 43 1211 11
116 22 1 1538 15
116 24 10 927 8
116 26 515 42306 546
117 31 79 3999 31
117 29 96 3609 39
117 12 4 914 11
117 11 51 5504 54
117 10 13 2260 30
117 0 96 38319 353
117 25 9 255 1
117 6 42 2083 17
117 8 78 5201 49
117 14 76 5203 54
117 30 38 509 3
117 9 3 1374 13
117 2 9 6296 60
117 21 83 3597 26
117 28 30 320 4
117 5 124 5423 48
117 23 24 2083 17
117 27 50 1459 11
117 7 31 7377 83
117 4 28 6480 63
117 1 52 5149 52
117 13 29 3814 35
117 16 16 581 7
117 17 75 750 7
117 18 32 1721 20
117 3 15 4921 51
117 19 54 1886 16
117 20 37 15023 202
117 15 42 1235 13
117 22 1 1539 15
117 24 15 933 8
117 26 509 42669 551
118 31 90 4045 31
118 29 94 3670 40
118 12 6 915 11
118 11 63 5533 54
118 10 15 2268 30
118 0 78 38375 354
118 25 12 262 1
118 6 36 2113 17
118 8 78 5246 50
118 14 54 5253 54
118 30 40 530 3
118 9 1 1376 13
118 2 9 6301 60
118 21 73 3647 27
118 28 33 337 5
118 5 111 5506 48
118 23 26 2097 17
118 27 54 1495 11
118 7 27 7400 84
118 4 39 6496 63
118 1 47 5181 52
118 13 33 3835 35
118 16 20 589 7
118 17 90 797 7
118 18 24 1747 20
118 3 8 4931 51
118 19 43 1924 16
118 20 25 15051 202
118 15 38 1265 13
118 22 3 1540 15
118 24 27 943 8
118 26 490 43029 554
119 31 83 4105 31
119 29 77 3734 41
119 12 6 920 11
119 11 57 5570 54
119 10 16 2279 30
119 0 82 38415 355
119 25 7 271 1
119 6 45 2140 17
119 8 96 5282 50
119 14 54 5292 54
119 30 45 548 3
119 9 0 1377 13
119 2 7 6305 60
119 21 89 3688 27
119 28 20 364 5
119 5 122 5570 49
119 23 24 2113 17
119 27 64 1528 11
119 7 36 7416 84
119 4 46 6518 63
119 1 59 5212 52
119 13 39 3856 35
119 16 33 596 7
119 17 87 852 8
119 18 24 1763 20
119 3 9 4935 51
119 19 46 1949 17
119 20 23 15071 202
119 15 40 1288 14
119 22 1 1543 15
119 24 14 963 8
119 26 470 43392 559
120 31 87 4164 31
120 29 74 3782 41
120 12 7 923 11
120 11 65 5606 55
120 10 25 2285 30
120 0 75 38465 355
120 25 6 276 1
120 6 25 2173 17
120 8 81 5337 52
120 14 50 5322 56
120 30 43 575 3
120 9 3 1377 13
120 2 8 6310 60
120 21 85 3749 28
120 28 25 380 5
120 5 106 5642 49
120 23 24 2127 18
120 27 76 1568 12
120 7 23 7444 84
120 4 48 6545 64
120 1 67 5242 54
120 13 39 3879 35
120 16 29 617 7
120 17 95 900 10
120 18 21 1778 20
120 3 16 4937 51
120 19 28 1984 17
120 20 28 15089 202
120 15 42 1313 14
120 22 1 1544 15
120 24 19 972 8
120 26 474 43726 562
121 31 63 4227 31
121 29 84 3830 41
121 12 5 927 11
121 11 66 5646 55
121 10 25 2298 30
121 0 75 38513 356
121 25 10 281 1
121 6 21 2197 17
121 8 117 5372 52
121 14 61 5350 57
121 30 43 600 4
121 9 3 1379 14
121 2 2 6317 60
121 21 85 3801 28
121 28 30 397 5
121 5 117 5701 50
121 23 20 2140 18
121 27 62 1617 13
121 7 28 7455 84
121 4 53 6564 65
121 1 50 5286 54
121 13 39 3901 36
121 16 35 635 7
121 17 87 958 12
121 18 23 1795 20
121 3 20 4945 51
121 19 38 2001 17
121 20 18 15111 203
121 15 37 1343 14
121 22 0 1545 15
121 24 11 987 8
121 26 500 44048 565
122 31 73 4268 31
122 29 95 3882 42
122 12 2 931 11
122 11 61 5686 55
122 10 19 2314 30
122 0 69 38560 358
122 25 8 288 1
122 6 27 2210 17
122 8 104 5440 54
122 14 64 5385 58
122 30 47 625 4
122 9 11 1381 14
122 2 2 6319 60
122 21 82 3852 28
122 28 26 417 5
122 5 119 5774 52
122 23 14 2156 18
122 27 78 1652 13
122 7 16 7474 85
122 4 49 6597 66
122 1 67 5316 54
122 13 34 3925 36
122 16 27 657 7
122 17 81 1018 12
122 18 27 1812 20
122 3 26 4957 51
122 19 31 2020 17
122 20 25 15124 203
122 15 37 1367 14
122 22 0 1545 15
122 24 13 995 8
122 26 450 44393 569
123 31 79 4317 31
123 29 94 3939 43
123 12 3 932 11
123 11 73 5721 57
123 10 24 2322 30
123 0 76 38597 359
123 25 10 295 1
123 6 27 2229 17
123 8 111 5496 54
123 14 69 5428 58
123 30 58 648 4
123 9 9 1386 14
123 2 5 6320 60
123 21 74 3901 28
123 28 25 434 6
123 5 134 5843 52
123 23 13 2166 18
123 27 75 1703 13
123 7 23 7478 85
123 4 50 6623 66
123 1 49 5365 54
123 13 34 3948 36
123 16 23 676 7
123 17 80 1066 13
123 18 34 1831 20
123 3 40 4969 51
123 19 29 2042 17
123 20 14 15146 203
123 15 37 1390 15
123 22 1 1545 15
123 24 20 1001 8
123 26 435 44702 571
124 31 78 4364 34
124 29 82 3998 44
124 12 4 932 11
124 11 69 5764 57
124 10 31 2335 30
124 0 58 38647 360
124 25 12 299 1
124 6 31 2243 17
124 8 108 5557 55
124 14 68 5467 58
124 30 49 684 5
124 9 6 1392 14
124 2 8 6321 60
124 21 63 3953 28
124 28 31 449 6
124 5 111 5927 53
124 23 18 2174 18
124 27 92 1751 13
124 7 16 7492 85
124 4 54 6648 67
124 1 56 5390 54
124 13 35 3970 37
124 16 16 693 7
124 17 92 1113 13
124 18 38 1852 20
124 3 41 4990 51
124 19 10 2068 17
124 20 37 15155 203
124 15 35 1416 15
124 22 0 1546 15
124 24 24 1012 8
124 26 431 44987 573
125 31 74 4412 34
125 29 103 4049 44
125 12 2 934 11
125 11 71 5804 57
125 10 33 2350 30
125 0 64 38677 360
125 25 11 307 1
125 6 27 2269 17
125 8 131 5618 55
125 14 72 5508 59
125 30 34 720 5
125 9 4 1395 14
125 2 3 6329 60
125 21 79 3992 28
125 28 28 469 6
125 5 121 5987 55
125 23 23 2186 18
125 27 85 1806 14
125 7 17 7499 85
125 4 53 6676 68
125 1 46 5427 54
125 13 36 3987 37
125 16 24 702 7
125 17 85 1175 13
125 18 31 1876 20
125 3 32 5018 51
125 19 9 2074 17
125 20 18 15183 203
125 15 29 1443 16
125 22 0 1546 15
125 24 12 1028 8
125 26 426 45279 576
126 31 59 4459 35
126 29 74 4120 48
126 12 2 935 11
126 11 80 5845 57
126 10 32 2372 30
126 0 59 38710 360
126 25 17 314 1
126 6 31 2287 17
126 8 112 5698 55
126 14 53 5552 59
126 30 24 744 5
126 9 4 1396 14
126 2 1 6331 60
126 21 69 4046 28
126 28 40 484 6
126 5 101 6064 55
126 23 22 2202 18
126 27 93 1862 14
126 7 18 7506 85
126 4 65 6700 68
126 1 62 5456 54
126 13 39 4006 38
126 16 29 716 7
126 17 85 1227 13
126 18 31 1895 20
126 3 46 5035 52
126 19 15 2078 18
126 20 25 15193 203
126 15 21 1464 16
126 22 0 1546 15
126 24 10 1038 8
126 26 472 45562 580
127 31 61 4489 35
127 29 95 4162 50
127 12 0 937 11
127 11 77 5895 57
127 10 43 2393 30
127 0 46 38747 360
127 25 20 327 1
127 6 17 2311 17
127 8 137 5758 56
127 14 60 5583 59
127 30 26 758 6
127 9 5 1397 14
127 2 0 6332 60
127 21 71 4092 29
127 28 31 509 6
127 5 105 6124 56
127 23 27 2217 18
127 27 83 1925 16
127 7 11 7520 85
127 4 60 6737 68
127 1 59 5487 55
127 13 31 4028 38
127 16 33 732 8
127 17 91 1270 13
127 18 35 1918 20
127 3 36 5062 52
127 19 13 2085 18
127 20 20 15206 204
127 15 26 1478 16
127 22 2 1546 15
127 24 7 1045 8
127 26 460 45881 583
128 31 56 4526 35
128 29 76 4231 51
128 12 0 937 11
128 11 61 5950 57
128 10 50 2416 30
128 0 46 38778 360
128 25 21 341 1
128 6 30 2322 17
128 8 117 5842 57
128 14 47 5617 60
128 30 21 776 6
128 9 10 1400 14
128 2 0 6332 60
128 21 57 4143 29
128 28 33 531 6
128 5 90 6192 57
128 23 22 2235 18
128 27 76 1969 19
128 7 16 7524 85
128 4 61 6774 69
128 1 62 5518 56
128 13 22 4050 38
128 16 43 750 8
128 17 81 1330 13
128 18 40 1941 21
128 3 38 5084 52
128 19 14 2093 18
128 20 18 15218 204
128 15 22 1497 17
128 22 3 1548 15
128 24 10 1049 8
128 26 486 46171 589
129 31 58 4563 35
129 29 101 4274 55
129 12 2 937 11
129 11 75 5984 58
129 10 59 2441 30
129 0 43 38809 360
129 25 24 350 1
129 6 33 2336 19
129 8 150 5901 58
129 14 49 5646 60
129 30 19 792 6
129 9 16 1406 14
129 2 1 6332 60
129 21 58 4182 29
129 28 30 553 8
129 5 85 6247 57
129 23 29 2248 18
129 27 66 2015 20
129 7 12 7537 85
129 4 62 6812 69
129 1 60 5551 56
129 13 31 4063 38
129 16 35 773 8
129 17 79 1375 15
129 18 31 1967 21
129 3 41 5103 52
129 19 10 2102 19
129 20 29 15227 204
129 15 14 1514 17
129 22 3 1551 15
129 24 12 1054 8
129 26 481 46486 596
130 31 50 4605 35
130 29 90 4344 55
130 12 1 938 11
130 11 62 6033 59
130 10 49 2480 30
130 0 41 38831 360
130 25 18 364 1
130 6 23 2359 19
130 8 126 5986 59
130 14 57 5670 60
130 30 9 809 6
130 9 23 1416 14
130 2 1 6332 60
130 21 56 4223 29
130 28 36 571 8
130 5 70 6308 58
130 23 24 2266 19
130 27 57 2055 20
130 7 14 7543 85
130 4 60 6844 71
130 1 66 5590 56
130 13 33 4080 38
130 16 36 792 9
130 17 76 1425 16
130 18 34 1988 21
130 3 32 5130 53
130 19 11 2108 19
130 20 28 15243 204
130 15 22 1522 18
130 22 5 1551 15
130 24 19 1060 8
130 26 470 46790 602
131 31 53 4632 35
131 29 114 4407 55
131 12 1 939 11
131 11 61 6072 61
131 10 46 2510 30
131 0 38 38858 360
131 25 24 375 1
131 6 36 2372 19
131 8 128 6058 60
131 14 44 5704 62
131 30 10 816 6
131 9 26 1431 14
131 2 2 6332 60
131 21 51 4261 29
131 28 39 593 9
131 5 100 6353 58
131 23 27 2279 19
131 27 55 2092 20
131 7 12 7553 85
131 4 59 6881 72
131 1 64 5627 56
131 13 29 4099 38
131 16 44 813 9
131 17 72 1474 16
131 18 32 2007 21
131 3 35 5152 53
131 19 6 2116 19
131 20 33 15260 204
131 15 22 1532 18
131 22 4 1554 15
131 24 25 1068 8
131 26 465 47112 607
132 31 43 4665 36
132 29 78 4487 55
132 12 2 940 11
132 11 55 6107 61
132 10 58 2534 32
132 0 32 38879 360
132 25 21 392 1
132 6 29 2399 19
132 8 151 6127 60
132 14 64 5725 63
132 30 8 821 6
132 9 34 1448 14
132 2 2 6333 60
132 21 66 4293 29
132 28 43 613 9
132 5 84 6419 58
132 23 32 2293 19
132 27 48 2124 20
132 7 20 7557 85
132 4 45 6914 72
132 1 59 5660 56
132 13 39 4114 38
132 16 51 836 9
132 17 65 1521 16
132 18 36 2028 21
132 3 34 5171 53
132 19 6 2120 19
132 20 39 15278 205
132 15 14 1546 18
132 22 4 1557 15
132 24 18 1082 8
132 26 458 47430 609
133 31 44 4692 36
133 29 72 4538 56
133 12 0 942 11
133 11 61 6139 62
133 10 57 2566 32
133 0 29 38898 360
133 25 27 404 2
133 6 22 2420 19
133 8 148 6221 61
133 14 62 5766 64
133 30 6 825 6
133 9 36 1472 14
133 2 4 6335 60
133 21 80 4336 29
133 28 21 648 9
133 5 85 6473 58
133 23 32 2311 19
133 27 51 2148 21
133 7 19 7568 85
133 4 36 6942 73
133 1 61 5696 57
133 13 39 4141 38
133 16 54 865 10
133 17 78 1564 17
133 18 27 2051 24
133 3 29 5193 53
133 19 8 2123 19
133 20 41 15303 205
133 15 14 1554 18
133 22 5 1559 15
133 24 27 1091 8
133 26 425 47733 615
134 31 30 4724 36
134 29 76 4591 56
134 12 0 942 11
134 11 51 6179 63
134 10 52 2597 33
134 0 24 38918 360
134 25 29 417 2
134 6 24 2435 19
134 8 137 6314 62
134 14 65 5808 64
134 30 8 827 6
134 9 30 1495 15
134 2 3 6337 60
134 21 86 4388 29
134 28 29 662 9
134 5 89 6522 59
134 23 29 2335 19
134 27 51 2182 21
134 7 21 7580 85
134 4 41 6961 73
134 1 57 5732 57
134 13 38 4170 38
134 16 50 891 11
134 17 87 1604 17
134 18 18 2071 24
134 3 32 5208 53
134 19 14 2128 19
134 20 54 15323 205
134 15 10 1564 18
134 22 2 1562 15
134 24 13 1113 8
134 26 454 48018 617
135 31 49 4741 36
135 29 77 4639 57
135 12 0 942 11
135 11 57 6209 63
135 10 49 2628 34
135 0 18 38932 361
135 25 21 437 2
135 6 28 2449 19
135 8 137 6398 62
135 14 86 5845 64
135 30 8 834 6
135 9 20 1516 16
135 2 2 6339 60
135 21 72 4441 30
135 28 32 675 9
135 5 103 6577 59
135 23 34 2353 19
135 27 46 2217 21
135 7 15 7594 85
135 4 37 6985 73
135 1 62 5768 58
135 13 43 4195 38
135 16 22 927 11
135 17 86 1653 18
135 18 18 2082 25
135 3 30 5225 53
135 19 12 2134 19
135 20 63 15351 205
135 15 12 1570 19
135 22 3 1564 15
135 24 15 1124 8
135 26 433 48335 623
136 31 53 4771 36
136 29 64 4694 57
136 12 0 942 11
136 11 47 6240 63
136 10 53 2655 34
136 0 13 38945 361
136 25 34 448 2
136 6 27 2464 19
136 8 135 6474 64
136 14 83 5896 65
136 30 13 839 6
136 9 14 1533 16
136 2 0 6341 60
136 21 81 4478 30
136 28 25 695 9
136 5 111 6639 60
136 23 29 2375 20
136 27 52 2246 21
136 7 11 7604 85
136 4 41 7007 73
136 1 47 5813 58
136 13 50 4225 38
136 16 31 938 11
136 17 96 1699 19
136 18 21 2087 25
136 3 36 5244 53
136 19 16 2142 19
136 20 58 15392 205
136 15 7 1578 19
136 22 6 1565 15
136 24 16 1133 9
136 26 430 48626 627
137 31 62 4798 36
137 29 53 4739 58
137 12 0 942 11
137 11 44 6266 64
137 10 50 2684 34
137 0 11 38954 361
137 25 28 471 2
137 6 27 2481 19
137 8 133 6559 64
137 14 87 5948 66
137 30 12 847 7
137 9 20 1544 16
137 2 0 6341 60
137 21 66 4536 30
137 28 30 706 9
137 5 110 6704 60
137 23 33 2392 20
137 27 51 2278 21
137 7 13 7611 85
137 4 35 7034 73
137 1 53 5849 58
137 13 41 4259 38
137 16 19 959 11
137 17 71 1761 20
137 18 20 2101 25
137 3 26 5270 54
137 19 26 2148 19
137 20 52 15436 205
137 15 5 1584 20
137 22 4 1569 15
137 24 6 1146 9
137 26 449 48918 627
138 31 63 4835 37
138 29 48 4779 59
138 12 0 942 11
138 11 46 6291 64
138 10 49 2711 34
138 0 9 38962 361
138 25 34 491 2
138 6 31 2498 19
138 8 123 6653 65
138 14 106 5998 67
138 30 15 852 7
138 9 17 1555 16
138 2 2 6341 60
138 21 72 4573 31
138 28 29 722 9
138 5 107 6773 60
138 23 20 2418 20
138 27 46 2311 21
138 7 9 7619 86
138 4 42 7052 74
138 1 54 5883 59
138 13 41 4287 38
138 16 13 972 11
138 17 93 1803 22
138 18 28 2114 25
138 3 35 5287 54
138 19 37 2160 19
138 20 54 15464 205
138 15 11 1586 20
138 22 4 1570 15
138 24 6 1151 9
138 26 436 49237 630
139 31 47 4876 37
139 29 41 4809 59
139 12 0 942 11
139 11 54 6316 64
139 10 48 2739 34
139 0 12 38966 361
139 25 31 513 2
139 6 21 2519 19
139 8 124 6722 66
139 14 119 6058 67
139 30 12 862 7
139 9 26 1566 16
139 2 1 6343 60
139 21 86 4616 31
139 28 32 740 9
139 5 91 6839 60
139 23 40 2430 20
139 27 49 2341 21
139 7 10 7623 86
139 4 41 7081 74
139 1 58 5917 59
139 13 22 4316 38
139 16 9 981 11
139 17 80 1860 22
139 18 28 2133 25
139 3 39 5306 54
139 19 33 2184 19
139 20 50 15495 206
139 15 11 1595 20
139 22 2 1573 15
139 24 9 1153 9
139 26 452 49524 631
140 31 49 4910 38
140 29 42 4833 59
140 12 0 942 11
140 11 50 6353 64
140 10 36 2769 34
140 0 13 38974 361
140 25 24 531 2
140 6 14 2533 19
140 8 117 6805 66
140 14 124 6117 67
140 30 12 872 7
140 9 26 1580 16
140 2 6 6343 60
140 21 80 4672 31
140 28 33 762 9
140 5 79 6893 60
140 23 41 2458 20
140 27 56 2370 22
140 7 15 7628 86
140 4 76 7104 74
140 1 61 5958 59
140 13 17 4332 38
140 16 7 986 11
140 17 83 1912 23
140 18 28 2148 25
140 3 27 5330 54
140 19 33 2200 19
140 20 47 15529 206
140 15 9 1602 21
140 22 3 1575 15
140 24 8 1158 9
140 26 447 49821 632
141 31 43 4949 40
141 29 44 4858 59
141 12 0 942 11
141 11 64 6376 64
141 10 35 2791 34
141 0 27 38977 361
141 25 17 545 2
141 6 15 2543 19
141 8 119 6880 67
141 14 94 6196 67
141 30 15 878 8
141 9 40 1592 16
141 2 7 6346 60
141 21 75 4728 31
141 28 31 783 9
141 5 67 6949 60
141 23 48 2482 20
141 27 64 2408 22
141 7 14 7640 86
141 4 74 7146 74
141 1 60 6001 59
141 13 27 4341 38
141 16 8 989 11
141 17 70 1962 24
141 18 39 2161 26
141 3 30 5347 54
141 19 34 2222 19
141 20 48 15558 206
141 15 12 1606 21
141 22 1 1577 15
141 24 11 1163 9
141 26 429 50120 634
142 31 49 4975 40
142 29 36 4888 59
142 12 2 942 11
142 11 47 6419 64
142 10 30 2810 35
142 0 24 38993 361
142 25 17 555 2
142 6 15 2550 19
142 8 124 6947 67
142 14 91 6262 67
142 30 17 888 8
142 9 29 1618 16
142 2 4 6351 60
142 21 69 4774 32
142 28 30 800 9
142 5 76 6985 60
142 23 44 2517 20
142 27 74 2443 22
142 7 10 7650 86
142 4 76 7190 74
142 1 55 6041 60
142 13 25 4358 38
142 16 7 993 11
142 17 70 2009 25
142 18 44 2183 26
142 3 32 5363 54
142 19 30 2245 20
142 20 54 15591 206
142 15 10 1614 21
142 22 0 1578 15
142 24 14 1168 10
142 26 457 50404 636
143 31 55 5005 40
143 29 35 4909 60
143 12 2 942 11
143 11 68 6452 64
143 10 27 2831 35
143 0 30 39006 361
143 25 16 565 2
143 6 15 2556 19
143 8 108 7021 67
143 14 99 6322 67
143 30 23 897 8
143 9 33 1635 16
143 2 3 6353 60
143 21 84 4816 32
143 28 20 819 9
143 5 75 7037 61
143 23 64 2546 20
143 27 58 2498 22
143 7 12 7658 86
143 4 94 7223 75
143 1 58 6074 62
143 13 24 4369 38
143 16 1 999 11
143 17 89 2050 25
143 18 33 2219 26
143 3 30 5382 54
143 19 32 2263 20
143 20 33 15632 206
143 15 5 1620 21
143 22 0 1578 15
143 24 17 1174 10
143 26 396 50703 641
144 31 54 5042 40
144 29 35 4930 60
144 12 0 944 11
144 11 58 6489 66
144 10 33 2848 35
144 0 31 39023 361
144 25 9 575 2
144 6 18 2566 19
144 8 101 7087 67
144 14 86 6387 67
144 30 16 916 8
144 9 38 1655 16
144 2 2 6355 60
144 21 62 4873 34
144 28 37 828 9
144 5 75 7084 61
144 23 73 2585 20
144 27 63 2537 22
144 7 20 7663 86
144 4 89 7276 76
144 1 61 6109 62
144 13 23 4384 38
144 16 2 999 11
144 17 89 2104 25
144 18 52 2239 26
144 3 17 5401 54
144 19 41 2280 20
144 20 58 15653 207
144 15 5 1621 21
144 22 0 1578 15
144 24 14 1185 10
144 26 374 50983 647
145 31 50 5073 40
145 29 29 4956 60
145 12 0 944 11
145 11 68 6528 66
145 10 26 2865 36
145 0 38 39040 361
145 25 12 578 2
145 6 22 2577 19
145 8 96 7149 67
145 14 84 6450 67
145 30 16 928 8
145 9 32 1674 16
145 2 5 6356 60
145 21 75 4911 35
145 28 35 854 9
145 5 66 7136 62
145 23 69 2635 20
145 27 61 2580 22
145 7 16 7675 86
145 4 88 7324 76
145 1 49 6148 63
145 13 30 4399 38
145 16 1 1000 11
