date id ninfected nrecovered ndeceased
195 21 87 8285 63
195 28 48 2259 27
195 5 84 9287 87
195 23 28 4368 38
195 27 77 4897 55
195 7 55 8757 95
195 4 11 8781 83
195 1 45 7429 76
195 13 21 4870 44
195 16 31 1582 15
195 17 19 4134 46
195 18 12 3410 37
195 3 0 5714 56
195 19 0 3370 34
195 20 64 17244 219
195 15 55 2418 25
195 22 53 2025 18
195 24 24 1794 14
195 26 207 59533 740
196 31 34 5901 47
196 29 8 5792 68
196 12 0 1039 13
196 11 7 7890 84
196 10 40 3793 49
196 0 21 40319 376
196 25 81 1753 12
196 6 7 3305 25
196 8 146 11833 99
196 14 15 7337 80
196 30 17 1544 13
196 9 31 2363 20
196 2 8 6657 64
196 21 75 8338 63
196 28 58 2286 27
196 5 74 9339 87
196 23 48 4384 38
196 27 77 4949 55
196 7 55 8791 95
196 4 15 8785 83
196 1 46 7461 76
196 13 17 4883 44
196 16 29 1602 15
196 17 30 4145 46
196 18 11 3415 37
196 3 2 5714 56
196 19 0 3370 34
196 20 56 17295 219
196 15 46 2450 25
196 22 59 2059 18
196 24 22 1810 14
196 26 173 59679 743
197 31 48 5924 47
197 29 8 5796 68
197 12 0 1039 13
197 11 10 7897 84
197 10 33 3820 50
197 0 22 40333 376
197 25 92 1805 13
197 6 8 3308 25
197 8 124 11932 99
197 14 21 7345 80
197 30 6 1559 13
197 9 19 2383 20
197 2 7 6663 64
197 21 81 8380 65
197 28 63 2323 27
197 5 79 9385 88
197 23 44 4414 38
197 27 84 4998 56
197 7 58 8830 95
197 4 13 8796 83
197 1 51 7488 76
197 13 20 4891 44
197 16 35 1619 15
197 17 25 4161 46
197 18 8 3422 37
197 3 1 5715 56
197 19 0 3370 34
197 20 56 17334 220
197 15 37 2487 25
197 22 47 2094 19
197 24 27 1822 14
197 26 163 59793 744
198 31 53 5955 48
198 29 8 5802 68
198 12 0 1039 13
198 11 6 7904 84
198 10 28 3842 50
198 0 23 40343 376
198 25 100 1857 13
198 6 3 3316 25
198 8 112 12018 99
198 14 22 7355 80
198 30 4 1565 13
198 9 19 2399 20
198 2 9 6668 64
198 21 76 8427 66
198 28 62 2362 29
198 5 88 9431 88
198 23 51 4442 38
198 27 71 5058 57
198 7 55 8869 95
198 4 14 8806 83
198 1 52 7515 76
198 13 13 4906 44
198 16 45 1640 15
198 17 25 4177 46
198 18 21 3425 38
198 3 0 5716 56
198 19 0 3370 34
198 20 54 17379 220
198 15 51 2510 26
198 22 52 2119 19
198 24 26 1836 15
198 26 149 59901 745
199 31 52 5989 48
199 29 14 5807 68
199 12 0 1039 13
199 11 7 7909 84
199 10 41 3856 50
199 0 24 40354 376
199 25 104 1915 13
199 6 5 3318 25
199 8 119 12086 100
199 14 27 7370 80
199 30 6 1568 13
199 9 20 2414 20
199 2 12 6672 64
199 21 90 8476 66
199 28 44 2403 29
199 5 91 9488 89
199 23 53 4471 38
199 27 70 5113 57
199 7 53 8901 97
199 4 8 8818 83
199 1 51 7542 77
199 13 9 4917 44
199 16 28 1670 15
199 17 25 4194 46
199 18 19 3439 38
199 3 1 5716 56
199 19 0 3370 34
199 20 55 17416 220
199 15 50 2543 26
199 22 40 2157 19
199 24 30 1849 15
199 26 149 59994 745
200 31 62 6018 49
200 29 12 5817 68
200 12 3 1039 13
200 11 4 7913 84
200 10 28 3881 50
200 0 25 40369 376
200 25 108 1986 14
200 6 14 3320 25
200 8 101 12166 100
200 14 23 7385 80
200 30 7 1573 13
200 9 23 2428 21
200 2 11 6678 64
200 21 83 8529 67
200 28 39 2429 29
200 5 100 9542 89
200 23 67 4497 38
200 27 76 5156 57
200 7 49 8933 97
200 4 9 8821 83
200 1 35 7575 77
200 13 9 4924 44
200 16 36 1687 16
200 17 36 4206 46
200 18 20 3448 38
200 3 4 5717 56
200 19 0 3370 34
200 20 59 17449 220
200 15 47 2575 26
200 22 46 2179 19
200 24 24 1870 15
200 26 155 60093 745
201 31 66 6056 50
201 29 21 5825 68
201 12 5 1041 13
201 11 3 7915 84
201 10 34 3899 50
201 0 27 40382 377
201 25 103 2057 14
201 6 6 3332 25
201 8 97 12239 100
201 14 28 7400 80
201 30 5 1578 13
201 9 24 2443 21
201 2 8 6684 64
201 21 81 8578 68
201 28 33 2458 29
201 5 88 9608 89
201 23 51 4538 38
201 27 59 5215 57
201 7 70 8960 97
201 4 6 8828 83
201 1 41 7597 77
201 13 7 4930 44
201 16 40 1711 16
201 17 30 4230 46
201 18 10 3464 38
201 3 6 5718 56
201 19 0 3370 34
201 20 51 17488 221
201 15 51 2608 26
201 22 36 2210 19
201 24 20 1887 15
201 26 128 60197 748
202 31 62 6100 50
202 29 18 5837 68
202 12 11 1042 13
202 11 6 7917 84
202 10 26 3919 50
202 0 34 40394 378
202 25 121 2114 14
202 6 11 3336 25
202 8 92 12306 100
202 14 24 7417 80
202 30 9 1581 14
202 9 23 2460 21
202 2 9 6689 64
202 21 72 8634 68
202 28 51 2478 30
202 5 95 9662 89
202 23 66 4570 38
202 27 68 5259 58
202 7 66 8998 97
202 4 6 8832 83
202 1 26 7628 78
202 13 2 4935 44
202 16 43 1739 16
202 17 45 4249 46
202 18 22 3469 38
202 3 4 5721 56
202 19 0 3370 34
202 20 62 17522 221
202 15 54 2642 26
202 22 39 2234 19
202 24 18 1899 15
202 26 120 60282 748
203 31 72 6137 50
203 29 18 5849 68
203 12 6 1049 13
203 11 4 7920 84
203 10 37 3938 50
203 0 34 40412 378
203 25 137 2180 15
203 6 9 3341 25
203 8 83 12363 101
203 14 21 7431 81
203 30 9 1587 14
203 9 22 2472 21
203 2 11 6695 64
203 21 73 8674 68
203 28 37 2512 30
203 5 82 9725 89
203 23 67 4606 38
203 27 61 5306 59
203 7 77 9033 97
203 4 3 8837 83
203 1 35 7645 78
203 13 5 4935 44
203 16 36 1766 16
203 17 47 4274 46
203 18 15 3482 38
203 3 2 5724 56
203 19 1 3370 34
203 20 55 17563 221
203 15 50 2673 26
203 22 36 2264 19
203 24 21 1909 15
203 26 116 60367 749
204 31 69 6177 50
204 29 20 5858 68
204 12 6 1053 13
204 11 5 7922 84
204 10 33 3965 50
204 0 37 40431 379
204 25 120 2271 15
204 6 7 3348 25
204 8 69 12422 101
204 14 17 7444 81
204 30 6 1593 14
204 9 18 2488 22
204 2 8 6702 64
204 21 83 8718 69
204 28 45 2534 30
204 5 77 9775 89
204 23 67 4649 38
204 27 56 5354 59
204 7 72 9081 97
204 4 10 8837 83
204 1 27 7672 78
204 13 4 4938 44
204 16 33 1789 16
204 17 49 4306 46
204 18 13 3495 38
204 3 4 5725 56
204 19 2 3371 34
204 20 56 17604 221
204 15 48 2705 26
204 22 43 2285 20
204 24 28 1920 15
204 26 116 60448 749
205 31 62 6223 50
205 29 15 5875 68
205 12 7 1057 13
205 11 10 7924 84
205 10 46 3980 50
205 0 28 40457 379
205 25 128 2347 15
205 6 4 3355 25
205 8 69 12468 102
205 14 24 7457 81
205 30 8 1595 14
205 9 22 2500 22
205 2 10 6708 64
205 21 82 8778 69
205 28 42 2561 31
205 5 68 9829 90
205 23 63 4696 38
205 27 59 5391 59
205 7 71 9130 97
205 4 8 8843 83
205 1 33 7686 78
205 13 3 4941 44
205 16 38 1810 16
205 17 64 4337 46
205 18 22 3502 39
205 3 3 5728 56
205 19 1 3373 34
205 20 55 17641 221
205 15 32 2741 26
205 22 34 2315 20
205 24 21 1940 16
205 26 104 60526 750
206 31 64 6263 50
206 29 35 5886 68
206 12 6 1061 13
206 11 9 7927 84
206 10 35 4008 51
206 0 41 40473 380
206 25 119 2423 17
206 6 6 3357 26
206 8 57 12508 102
206 14 29 7473 81
206 30 6 1599 14
206 9 17 2518 22
206 2 9 6714 64
206 21 114 8827 69
206 28 36 2586 32
206 5 60 9876 92
206 23 66 4741 38
206 27 52 5430 59
206 7 79 9173 97
206 4 14 8850 83
206 1 26 7710 78
206 13 6 4943 44
206 16 34 1837 16
206 17 56 4381 46
206 18 24 3514 39
206 3 2 5730 56
206 19 0 3374 34
206 20 67 17677 221
206 15 28 2769 26
206 22 38 2338 21
206 24 16 1955 16
206 26 117 60591 750
207 31 63 6303 50
207 29 33 5908 69
207 12 7 1065 13
207 11 3 7936 84
207 10 34 4030 51
207 0 29 40501 380
207 25 105 2508 17
207 6 3 3362 26
207 8 59 12541 102
207 14 41 7487 81
207 30 9 1604 14
207 9 24 2534 22
207 2 9 6720 64
207 21 108 8903 72
207 28 43 2609 32
207 5 58 9917 94
207 23 74 4787 38
207 27 64 5467 59
207 7 62 9229 99
207 4 16 8858 83
207 1 30 7729 78
207 13 5 4945 44
207 16 26 1862 16
207 17 53 4415 46
207 18 30 3528 39
207 3 1 5731 56
207 19 0 3374 34
207 20 47 17725 221
207 15 20 2789 27
207 22 36 2363 21
207 24 10 1966 16
207 26 100 60658 750
208 31 67 6350 50
208 29 34 5932 69
208 12 3 1071 13
208 11 6 7938 84
208 10 25 4053 52
208 0 34 40518 381
208 25 108 2575 19
208 6 6 3364 26
208 8 72 12576 102
208 14 46 7509 81
208 30 17 1609 14
208 9 26 2547 22
208 2 9 6724 64
208 21 115 8973 72
208 28 47 2639 32
208 5 65 9954 95
208 23 68 4840 38
208 27 80 5508 59
208 7 74 9269 99
208 4 21 8863 83
208 1 30 7750 78
208 13 5 4949 44
208 16 17 1884 16
208 17 47 4455 46
208 18 25 3548 39
208 3 3 5731 56
208 19 0 3374 34
208 20 35 17763 221
208 15 17 2805 27
208 22 42 2384 21
208 24 3 1976 16
208 26 95 60728 752
209 31 85 6391 50
209 29 35 5955 69
209 12 3 1073 13
209 11 5 7944 84
209 10 34 4072 52
209 0 41 40534 381
209 25 93 2643 19
209 6 5 3368 26
209 8 75 12621 103
209 14 49 7538 81
209 30 14 1622 14
209 9 21 2566 22
209 2 4 6732 64
209 21 109 9051 73
209 28 52 2662 32
209 5 62 9995 95
209 23 64 4891 38
209 27 60 5565 60
209 7 51 9323 99
209 4 9 8879 83
209 1 24 7770 78
209 13 0 4954 44
209 16 23 1896 16
209 17 47 4483 46
209 18 29 3561 39
209 3 1 5733 56
209 19 0 3374 34
209 20 42 17785 223
209 15 14 2815 27
209 22 51 2411 21
209 24 3 1978 16
209 26 96 60794 753
210 31 92 6443 51
210 29 24 5981 69
210 12 2 1075 13
210 11 9 7946 84
210 10 27 4093 52
210 0 43 40560 381
210 25 90 2707 19
210 6 5 3372 26
210 8 73 12668 104
210 14 49 7573 81
210 30 23 1632 14
210 9 33 2578 22
210 2 2 6735 64
210 21 125 9122 73
210 28 48 2689 32
210 5 63 10035 96
210 23 69 4932 38
210 27 80 5604 61
210 7 72 9358 99
210 4 7 8885 83
210 1 19 7789 78
210 13 0 4954 44
210 16 19 1912 16
210 17 40 4516 46
210 18 12 3580 39
210 3 1 5733 56
210 19 0 3374 34
210 20 30 17821 223
210 15 17 2824 28
210 22 45 2441 22
210 24 5 1980 16
210 26 97 60861 753
211 31 89 6496 51
211 29 29 5997 69
211 12 1 1076 13
211 11 4 7953 84
211 10 18 4115 52
211 0 38 40587 381
211 25 82 2771 19
211 6 5 3374 26
211 8 65 12717 106
211 14 49 7609 81
211 30 22 1645 16
211 9 16 2606 22
211 2 6 6736 64
211 21 109 9210 73
211 28 47 2720 32
211 5 75 10079 96
211 23 73 4973 39
211 27 65 5662 63
211 7 62 9407 100
211 4 8 8889 83
211 1 19 7800 78
211 13 0 4954 44
211 16 24 1922 17
211 17 44 4543 46
211 18 18 3587 39
211 3 0 5734 56
211 19 0 3374 34
211 20 30 17846 223
211 15 17 2834 28
211 22 46 2471 22
211 24 4 1984 16
211 26 114 60923 754
212 31 91 6548 53
212 29 37 6013 69
212 12 0 1077 13
212 11 7 7956 84
212 10 22 4125 52
212 0 42 40608 381
212 25 80 2824 20
212 6 4 3379 26
212 8 60 12762 106
212 14 51 7643 81
212 30 18 1661 16
212 9 31 2615 22
212 2 9 6738 64
212 21 153 9270 74
212 28 66 2742 32
212 5 71 10125 96
212 23 63 5026 42
212 27 64 5704 63
212 7 45 9452 100
212 4 7 8894 83
212 1 16 7811 78
212 13 0 4954 44
212 16 30 1937 17
212 17 47 4572 46
212 18 10 3600 39
212 3 0 5734 56
212 19 0 3374 34
212 20 45 17861 223
212 15 25 2845 28
212 22 56 2499 23
212 24 2 1987 16
212 26 109 61007 755
213 31 96 6604 54
213 29 22 6037 69
213 12 0 1077 13
213 11 3 7961 84
213 10 20 4140 52
213 0 38 40634 381
213 25 71 2880 20
213 6 1 3383 26
213 8 59 12802 106
213 14 51 7678 81
213 30 20 1673 16
213 9 30 2632 22
213 2 10 6742 64
213 21 123 9374 74
213 28 39 2789 32
213 5 73 10168 96
213 23 80 5070 42
213 27 43 5754 63
213 7 40 9483 100
213 4 13 8898 83
213 1 13 7823 78
213 13 0 4954 44
213 16 36 1956 17
213 17 46 4605 46
213 18 15 3603 39
213 3 0 5734 56
213 19 0 3374 34
213 20 38 17891 223
213 15 27 2860 28
213 22 48 2535 23
213 24 3 1988 16
213 26 122 61066 757
214 31 88 6676 54
214 29 27 6054 69
214 12 0 1077 13
214 11 6 7962 84
214 10 27 4151 53
214 0 28 40656 381
214 25 88 2922 20
214 6 2 3384 26
214 8 59 12842 106
214 14 59 7711 82
214 30 14 1687 16
214 9 26 2654 22
214 2 18 6747 64
214 21 145 9454 76
214 28 53 2814 32
214 5 74 10208 96
214 23 72 5123 42
214 27 57 5781 63
214 7 37 9508 101
214 4 15 8905 83
214 1 17 7833 78
214 13 0 4954 44
214 16 36 1980 18
214 17 45 4636 47
214 18 6 3615 39
214 3 1 5734 56
214 19 2 3374 34
214 20 35 17919 223
214 15 27 2872 29
214 22 39 2570 23
214 24 3 1990 16
214 26 103 61150 758
215 31 107 6739 55
215 29 24 6069 69
215 12 1 1077 13
215 11 2 7966 84
215 10 30 4163 53
215 0 27 40669 381
215 25 76 2973 21
215 6 6 3384 26
215 8 67 12879 106
215 14 54 7754 82
215 30 17 1696 16
215 9 31 2676 22
215 2 18 6758 64
215 21 122 9545 77
215 28 56 2839 33
215 5 73 10245 96
215 23 69 5166 44
215 27 50 5821 64
215 7 43 9529 101
215 4 12 8914 84
215 1 19 7843 78
215 13 2 4954 44
215 16 38 2004 18
215 17 49 4669 47
215 18 15 3619 39
215 3 4 5735 56
215 19 1 3375 34
215 20 30 17945 223
215 15 22 2890 29
215 22 44 2596 23
215 24 1 1993 16
215 26 99 61215 760
216 31 105 6813 55
216 29 19 6084 69
216 12 0 1078 13
216 11 3 7967 84
216 10 32 4181 53
216 0 14 40686 381
216 25 71 3032 21
216 6 7 3387 26
216 8 69 12924 108
216 14 58 7789 82
216 30 15 1712 16
216 9 31 2698 22
216 2 28 6767 64
216 21 116 9626 77
216 28 59 2869 34
216 5 69 10293 96
216 23 53 5213 44
216 27 54 5855 66
216 7 36 9559 101
216 4 5 8923 85
216 1 18 7855 79
216 13 13 4954 44
216 16 25 2031 18
216 17 52 4703 47
216 18 7 3630 39
216 3 4 5739 56
216 19 1 3375 34
216 20 24 17967 223
216 15 26 2902 29
216 22 40 2628 23
216 24 1 1994 16
216 26 95 61281 760
217 31 111 6881 55
217 29 33 6098 69
217 12 0 1078 13
217 11 6 7969 84
217 10 35 4197 54
217 0 21 40693 381
217 25 86 3070 22
217 6 4 3391 26
217 8 59 12968 109
217 14 69 7823 82
217 30 11 1722 16
217 9 32 2721 23
217 2 25 6784 64
217 21 119 9695 78
217 28 54 2912 34
217 5 58 10335 98
217 23 45 5253 44
217 27 61 5889 66
217 7 41 9581 101
217 4 3 8927 85
217 1 28 7865 79
217 13 11 4958 44
217 16 20 2048 18
217 17 57 4739 47
217 18 20 3637 39
217 3 6 5741 56
217 19 0 3376 34
217 20 24 17982 223
217 15 31 2914 31
217 22 49 2652 24
217 24 0 1995 16
217 26 92 61353 761
218 31 92 6961 56
218 29 30 6116 69
218 12 1 1078 13
218 11 9 7972 84
218 10 36 4217 54
218 0 14 40705 382
218 25 63 3131 22
218 6 4 3394 26
218 8 66 13006 109
218 14 65 7871 82
218 30 11 1728 16
218 9 21 2742 23
218 2 22 6802 64
218 21 114 9765 80
218 28 55 2954 35
218 5 57 10372 99
218 23 43 5287 45
218 27 53 5929 68
218 7 50 9609 101
218 4 1 8929 85
218 1 26 7880 79
218 13 16 4962 44
218 16 26 2058 18
218 17 48 4778 47
218 18 19 3650 39
218 3 6 5744 56
218 19 1 3376 34
218 20 22 17996 224
218 15 33 2933 32
218 22 47 2685 24
218 24 1 1995 16
218 26 79 61416 761
219 31 100 7027 57
219 29 26 6137 70
219 12 1 1079 13
219 11 10 7976 84
219 10 53 4233 54
219 0 12 40714 383
219 25 71 3169 22
219 6 1 3398 26
219 8 71 13050 109
219 14 78 7910 83
219 30 12 1735 16
219 9 23 2758 23
219 2 24 6817 64
219 21 111 9841 81
219 28 60 2995 35
219 5 59 10407 99
219 23 53 5314 46
219 27 54 5961 68
219 7 46 9644 101
219 4 0 8930 85
219 1 24 7898 79
219 13 19 4968 44
219 16 18 2074 18
219 17 38 4815 47
219 18 28 3661 39
219 3 6 5747 56
219 19 1 3377 34
219 20 21 18012 224
219 15 33 2955 32
219 22 45 2715 24
219 24 0 1996 16
219 26 83 61466 762
220 31 98 7090 58
220 29 39 6151 71
220 12 0 1079 13
220 11 7 7982 84
220 10 52 4265 54
220 0 9 40724 383
220 25 50 3220 24
220 6 4 3398 26
220 8 89 13092 109
220 14 60 7967 84
220 30 15 1740 16
220 9 31 2771 23
220 2 22 6835 64
220 21 104 9918 81
220 28 56 3034 35
220 5 58 10447 101
220 23 38 5348 48
220 27 48 6000 69
220 7 50 9668 101
220 4 0 8930 85
220 1 27 7913 79
220 13 15 4980 44
220 16 18 2087 18
220 17 45 4843 47
220 18 19 3680 39
220 3 5 5751 56
220 19 3 3377 34
220 20 18 18026 224
220 15 40 2973 32
220 22 39 2746 24
220 24 0 1996 16
220 26 96 61513 762
221 31 121 7152 58
221 29 31 6175 71
221 12 0 1079 13
221 11 4 7989 84
221 10 53 4299 55
221 0 12 40727 383
221 25 62 3248 24
221 6 7 3400 26
221 8 96 13148 109
221 14 72 8002 84
221 30 19 1746 16
221 9 19 2793 24
221 2 17 6852 64
221 21 119 9982 82
221 28 57 3068 35
221 5 52 10486 101
221 23 42 5373 48
221 27 59 6027 70
221 7 28 9707 101
221 4 3 8930 85
221 1 21 7931 79
221 13 20 4988 44
221 16 17 2101 18
221 17 27 4881 47
221 18 26 3693 39
221 3 5 5753 56
221 19 1 3379 34
221 20 11 18041 224
221 15 32 3001 32
221 22 39 2770 24
221 24 1 1996 16
221 26 83 61581 762
222 31 113 7226 59
222 29 28 6199 71
222 12 0 1079 13
222 11 1 7993 84
222 10 56 4334 55
222 0 8 40734 383
222 25 43 3297 24
222 6 7 3404 26
222 8 81 13201 111
222 14 60 8057 85
222 30 24 1755 16
222 9 18 2807 24
222 2 11 6865 64
222 21 85 10067 83
222 28 55 3105 36
222 5 54 10522 102
222 23 46 5402 48
222 27 54 6070 70
222 7 25 9731 101
222 4 8 8932 85
222 1 39 7948 80
222 13 15 4999 44
222 16 23 2114 18
222 17 23 4901 47
222 18 24 3712 39
222 3 2 5758 56
222 19 0 3380 34
222 20 17 18048 224
222 15 48 3019 32
222 22 33 2801 24
222 24 1 1997 16
222 26 107 61626 763
223 31 106 7301 59
223 29 45 6217 71
223 12 0 1079 13
223 11 1 7994 84
223 10 72 4369 55
223 0 15 40738 384
223 25 64 3325 25
223 6 6 3407 26
223 8 66 13253 111
223 14 72 8094 85
223 30 11 1777 16
223 9 12 2820 24
223 2 19 6872 64
223 21 94 10126 84
223 28 48 3144 36
223 5 50 10556 102
223 23 47 5435 48
223 27 70 6097 70
223 7 18 9751 101
223 4 16 8935 85
223 1 36 7971 80
223 13 29 5004 44
223 16 31 2127 18
223 17 18 4916 47
223 18 27 3729 40
223 3 6 5760 56
223 19 3 3380 34
223 20 16 18061 224
223 15 43 3054 32
223 22 44 2826 24
223 24 2 1997 16
223 26 77 61706 763
224 31 122 7363 59
224 29 32 6249 71
224 12 1 1079 13
224 11 1 7994 84
224 10 69 4418 55
224 0 16 40747 384
224 25 50 3366 25
224 6 11 3411 26
224 8 72 13298 111
224 14 70 8140 86
224 30 18 1785 16
224 9 10 2829 24
224 2 9 6884 64
224 21 75 10189 87
224 28 51 3173 37
224 5 46 10588 102
224 23 44 5467 48
224 27 38 6149 70
224 7 27 9765 101
224 4 9 8945 85
224 1 38 7991 80
224 13 25 5024 45
224 16 24 2147 18
224 17 23 4925 47
224 18 30 3743 41
224 3 3 5764 56
224 19 6 3382 34
224 20 29 18071 224
224 15 59 3084 32
224 22 36 2858 24
224 24 4 1998 16
224 26 82 61757 763
225 31 120 7437 60
225 29 33 6274 71
225 12 1 1079 13
225 11 4 7994 84
225 10 60 4465 56
225 0 21 40758 384
225 25 48 3403 25
225 6 16 3417 26
225 8 68 13346 112
225 14 68 8182 86
225 30 12 1797 17
225 9 3 2838 24
225 2 11 6892 64
225 21 66 10246 87
225 28 52 3210 38
225 5 45 10624 103
225 23 53 5498 48
225 27 75 6171 71
225 7 20 9783 101
225 4 12 8950 85
225 1 38 8012 80
225 13 29 5040 45
225 16 24 2163 18
225 17 22 4941 48
225 18 16 3763 42
225 3 5 5766 56
225 19 6 3385 34
225 20 24 18090 224
225 15 49 3128 32
225 22 37 2884 24
225 24 0 2002 16
225 26 75 61811 763
226 31 115 7525 62
226 29 41 6298 71
226 12 0 1080 13
226 11 3 7997 84
226 10 59 4501 57
226 0 10 40776 384
226 25 47 3438 25
226 6 17 3425 26
226 8 71 13386 113
226 14 54 8229 86
226 30 16 1803 18
226 9 7 2840 24
226 2 7 6901 64
226 21 70 10291 87
226 28 51 3248 38
226 5 45 10656 103
226 23 66 5532 48
226 27 57 6218 71
226 7 26 9795 101
226 4 16 8957 85
226 1 33 8036 80
226 13 29 5058 45
226 16 29 2173 18
226 17 14 4958 48
226 18 23 3773 42
226 3 6 5770 56
226 19 5 3391 34
226 20 37 18103 224
226 15 53 3158 33
226 22 44 2912 24
226 24 0 2002 16
226 26 75 61860 764
227 31 132 7602 62
227 29 24 6328 71
227 12 1 1080 13
227 11 7 7999 84
227 10 43 4538 57
227 0 9 40781 384
227 25 42 3472 26
227 6 24 3436 26
227 8 67 13433 113
227 14 54 8269 86
227 30 26 1813 18
227 9 3 2844 24
227 2 8 6906 64
227 21 72 10342 88
227 28 67 3271 38
227 5 41 10686 104
227 23 63 5580 48
227 27 59 6258 71
227 7 19 9812 102
227 4 15 8968 85
227 1 42 8056 80
227 13 28 5075 45
227 16 15 2193 18
227 17 14 4968 48
227 18 20 3786 42
227 3 3 5774 56
227 19 10 3394 34
227 20 33 18120 224
227 15 50 3192 34
227 22 41 2943 24
227 24 5 2002 16
227 26 80 61914 764
228 31 122 7686 62
228 29 37 6345 71
228 12 0 1081 13
228 11 6 8000 85
228 10 34 4570 57
228 0 3 40787 385
228 25 50 3498 26
228 6 20 3453 26
228 8 70 13477 114
228 14 42 8304 86
228 30 28 1829 18
228 9 1 2847 24
228 2 7 6911 64
228 21 77 10392 88
228 28 52 3318 38
228 5 37 10712 104
228 23 75 5621 48
228 27 72 6295 72
228 7 27 9826 102
228 4 14 8979 85
228 1 38 8081 80
228 13 32 5093 45
228 16 23 2206 18
228 17 11 4976 49
228 18 14 3801 42
228 3 3 5776 56
228 19 14 3401 34
228 20 34 18136 224
228 15 47 3222 34
228 22 41 2963 24
228 24 5 2004 16
228 26 90 61964 765
229 31 108 7767 62
229 29 38 6370 71
229 12 1 1081 13
229 11 9 8005 85
229 10 31 4593 57
229 0 1 40789 385
229 25 48 3530 26
229 6 16 3467 26
229 8 85 13515 114
229 14 37 8336 86
229 30 29 1847 19
229 9 0 2848 24
229 2 10 6915 64
229 21 74 10449 88
229 28 54 3350 39
229 5 31 10736 104
229 23 74 5672 50
229 27 60 6341 73
229 7 15 9845 102
229 4 12 8988 85
229 1 37 8104 80
229 13 28 5117 45
229 16 23 2222 18
229 17 14 4985 49
229 18 13 3810 42
229 3 8 5777 56
229 19 34 3410 34
229 20 48 18155 224
229 15 54 3247 35
229 22 34 2990 24
229 24 7 2008 16
229 26 80 62027 765
230 31 86 7850 62
230 29 47 6393 71
230 12 2 1081 13
230 11 11 8012 85
230 10 43 4607 57
230 0 1 40789 385
230 25 39 3556 26
230 6 26 3479 26
230 8 73 13564 114
230 14 57 8357 88
230 30 43 1863 19
230 9 1 2848 24
230 2 10 6920 64
230 21 79 10490 89
230 28 50 3385 39
230 5 30 10758 104
230 23 72 5718 50
230 27 72 6379 73
230 7 16 9855 102
230 4 13 8997 85
230 1 38 8124 80
230 13 34 5132 45
230 16 20 2239 19
230 17 15 4995 49
230 18 13 3820 42
230 3 7 5781 56
230 19 32 3426 34
230 20 46 18186 224
230 15 41 3287 35
230 22 28 3014 24
230 24 9 2011 16
230 26 65 62083 768
231 31 86 7910 62
231 29 46 6424 72
231 12 3 1081 13
231 11 18 8018 85
231 10 49 4636 57
231 0 1 40789 385
231 25 41 3582 27
231 6 22 3494 26
231 8 66 13611 114
231 14 53 8396 88
231 30 29 1891 19
231 9 1 2849 24
231 2 12 6924 64
231 21 55 10546 90
231 28 47 3418 39
231 5 31 10776 104
231 23 71 5767 51
231 27 66 6426 74
231 7 11 9868 102
231 4 11 9005 85
231 1 41 8146 81
231 13 25 5155 45
231 16 24 2254 19
231 17 12 5007 49
231 18 15 3827 42
231 3 12 5786 56
231 19 23 3446 34
231 20 49 18213 224
231 15 44 3320 35
231 22 31 3032 24
231 24 7 2018 16
231 26 61 62130 769
232 31 84 7965 62
232 29 50 6456 72
232 12 3 1083 13
232 11 11 8034 85
232 10 58 4665 57
232 0 1 40789 385
232 25 42 3609 27
232 6 24 3506 26
232 8 70 13656 114
232 14 56 8427 88
232 30 26 1909 19
232 9 4 2850 24
232 2 8 6932 64
232 21 67 10579 90
232 28 37 3451 39
232 5 44 10799 104
232 23 75 5816 51
232 27 71 6472 75
232 7 15 9875 102
232 4 10 9011 85
232 1 32 8172 82
232 13 34 5172 45
232 16 29 2270 19
232 17 7 5016 49
232 18 6 3840 42
232 3 11 5792 56
232 19 19 3461 34
232 20 42 18245 225
232 15 56 3350 36
232 22 36 3050 25
232 24 12 2022 16
232 26 72 62168 770
233 31 103 8008 62
233 29 49 6491 72
233 12 4 1085 13
233 11 24 8042 85
233 10 46 4703 57
233 0 1 40789 385
233 25 45 3632 27
233 6 20 3524 26
233 8 62 13706 115
233 14 60 8465 89
233 30 36 1930 19
233 9 6 2852 24
233 2 9 6938 64
233 21 59 10625 90
233 28 40 3471 39
233 5 37 10830 104
233 23 93 5862 51
233 27 64 6524 75
233 7 7 9883 103
233 4 8 9017 85
233 1 21 8193 83
233 13 34 5199 45
233 16 27 2290 19
233 17 8 5021 49
233 18 11 3843 42
233 3 12 5799 56
233 19 14 3473 34
233 20 31 18271 225
233 15 52 3386 37
233 22 38 3070 25
233 24 12 2027 16
233 26 69 62212 770
234 31 76 8079 62
234 29 63 6523 72
234 12 5 1088 13
234 11 15 8062 85
234 10 66 4728 59
234 0 2 40789 385
234 25 45 3661 29
234 6 24 3536 26
234 8 77 13744 115
234 14 71 8502 89
234 30 28 1957 19
234 9 5 2856 24
234 2 10 6943 64
234 21 49 10665 91
234 28 24 3500 39
234 5 32 10858 104
234 23 88 5925 51
234 27 79 6569 75
234 7 6 9885 103
234 4 13 9020 85
234 1 13 8210 83
234 13 33 5218 45
234 16 28 2303 20
234 17 9 5027 50
234 18 12 3852 42
234 3 10 5807 57
234 19 19 3481 34
234 20 24 18295 225
234 15 46 3424 37
234 22 34 3093 25
234 24 7 2035 16
234 26 74 62253 771
235 31 80 8133 62
235 29 50 6570 74
235 12 8 1092 13
235 11 21 8070 85
