date nvariants nhealthy ninfected nrecovered ndeceased
1062 274 254 178 255018 568
1063 274 273 159 255156 568
1064 274 281 151 255285 568
1065 275 281 151 255402 568
1066 275 272 160 255517 568
1067 275 265 167 255638 568
1068 275 273 159 255770 568
1069 275 267 165 255894 568
1070 275 272 160 256023 568
1071 275 249 182 256136 569
1072 275 261 170 256272 569
1073 275 266 165 256403 569
1074 275 265 166 256525 569
1075 275 259 172 256649 569
1076 275 272 158 256781 570
1077 275 265 164 256902 571
1078 275 266 163 257026 571
1079 275 251 178 257144 571
1080 276 270 158 257280 572
1081 276 259 168 257395 573
1082 276 261 166 257530 573
1083 276 237 190 257650 573
1084 276 256 170 257790 574
1085 277 260 166 257920 574
1086 278 264 162 258051 574
1087 278 280 146 258189 574
1088 278 265 161 258303 574
1089 279 266 160 258427 574
1090 279 276 150 258553 574
1091 279 265 161 258668 574
1092 279 270 156 258788 574
1093 279 270 156 258908 574
1094 279 275 151 259031 574
1095 280 275 151 259146 574
1096 280 273 153 259262 574
1097 280 292 134 259385 574
1098 281 264 162 259487 574
1099 281 262 164 259607 574
1100 282 268 158 259729 574
1101 282 255 169 259846 576
1102 282 278 146 259976 576
1103 282 246 178 260079 576
1104 282 280 144 260219 576
1105 282 277 147 260332 576
1106 283 284 140 260447 576
1107 283 278 146 260556 576
1108 283 276 148 260676 576
1109 283 292 132 260797 576
1110 283 263 161 260895 576
1111 285 268 155 261022 577
1112 285 269 154 261146 577
1113 285 274 149 261267 577
1114 285 264 159 261383 577
1115 285 257 165 261506 578
1116 285 289 133 261646 578
1117 286 282 140 261756 578
1118 286 262 160 261861 578
1119 286 270 152 261991 578
1120 286 272 150 262111 578
1121 286 260 162 262221 578
1122 286 274 148 262349 578
1123 286 251 171 262457 578
1124 286 243 179 262573 578
1125 286 255 167 262707 578
1126 286 254 168 262835 578
1127 286 273 149 262968 578
1128 286 259 163 263083 578
1129 286 290 132 263220 578
1130 286 278 144 263327 578
1131 286 258 164 263430 578
1132 286 278 144 263561 578
1133 287 272 150 263672 578
1134 287 264 158 263784 578
1135 287 260 162 263901 578
1136 287 235 187 264013 578
1137 287 260 162 264155 578
1138 287 272 149 264283 579
1139 287 269 152 264400 579
1140 287 258 163 264515 579
1141 287 272 149 264644 579
1142 287 269 152 264761 579
1143 287 257 164 264876 579
1144 287 264 157 264997 579
1145 287 264 157 265115 579
1146 287 272 149 265237 579
1147 287 265 156 265355 579
1148 287 272 149 265477 579
1149 287 274 147 265589 579
1150 287 272 149 265700 579
1151 288 247 174 265806 579
1152 288 259 162 265937 579
1153 288 233 186 266048 581
1154 288 266 153 266190 581
1155 288 265 153 266312 582
1156 288 261 157 266426 582
1157 288 258 160 266545 582
1158 288 266 151 266667 583
1159 288 277 140 266788 583
1160 288 253 164 266888 583
1161 288 258 159 267011 583
1162 288 276 140 267138 584
1163 288 253 163 267241 584
1164 288 281 135 267377 584
1165 288 277 139 267488 584
1166 288 245 170 267590 585
1167 289 232 182 267709 586
1168 289 268 146 267851 586
1169 289 249 165 267958 586
1170 289 260 154 268083 586
1171 289 259 155 268199 586
1172 289 253 161 268314 586
1173 289 266 148 268443 586
1174 289 244 170 268551 586
1175 289 237 177 268667 586
1176 289 242 172 268792 586
1177 289 261 153 268924 586
1178 289 256 158 269037 586
1179 289 257 157 269157 586
1180 289 248 166 269273 586
1181 290 260 154 269401 586
1182 290 236 178 269510 586
1183 290 258 156 269653 586
1184 290 249 165 269772 586
1185 290 268 146 269901 586
1186 290 270 144 270017 586
1187 290 295 119 270141 586
1188 290 285 129 270241 586
1189 291 293 121 270352 586
1190 291 267 147 270448 586
1191 291 291 123 270570 586
1192 292 282 131 270674 587
1193 292 279 134 270780 587
1194 292 267 146 270889 587
1195 292 279 134 271012 587
1196 292 258 155 271114 587
1197 292 302 111 271252 587
1198 292 289 124 271344 587
1199 292 288 125 271443 587
1200 292 275 138 271545 587
1201 292 290 123 271660 587
1202 293 262 151 271753 587
1203 293 281 132 271877 587
1204 294 277 136 271987 587
1205 294 276 137 272102 587
1206 294 281 132 272211 587
1207 294 267 146 272312 587
1208 294 264 149 272423 587
1209 295 235 177 272525 588
1210 295 262 150 272659 588
1211 295 263 148 272775 589
1212 295 269 142 272892 589
1213 295 266 145 273003 589
1214 295 280 131 273119 589
1215 295 275 136 273224 589
1216 295 268 142 273330 590
1217 295 277 133 273445 590
1218 295 262 148 273545 590
1219 295 240 170 273652 590
1220 295 267 143 273781 590
1221 295 261 149 273889 590
1222 295 261 149 273998 590
1223 295 260 150 274112 590
1224 295 267 143 274225 590
1225 295 279 131 274342 590
1226 295 264 146 274447 590
1227 295 251 159 274555 590
1228 295 257 153 274679 590
1229 295 267 143 274799 590
1230 295 282 128 274916 590
1231 295 283 127 275021 590
1232 295 266 144 275120 590
1233 295 268 142 275232 590
1234 295 262 148 275337 590
1235 296 257 153 275453 590
1236 297 262 148 275574 590
1237 297 258 151 275693 591
1238 297 274 135 275816 591
1239 297 261 148 275923 591
1240 298 252 157 276035 591
1241 298 263 146 276159 591
1242 298 268 141 276275 591
1243 299 259 150 276380 591
1244 299 261 148 276492 591
1245 299 239 170 276602 591
1246 299 246 163 276729 591
1247 299 235 174 276847 591
1248 299 272 137 276988 591
1249 299 248 160 277093 592
1250 299 259 149 277215 592
1251 299 242 166 277322 592
1252 299 255 153 277447 592
1253 299 256 151 277565 593
1254 299 263 144 277683 593
1255 299 256 151 277799 593
1256 299 262 145 277922 593
1257 299 242 165 278030 593
1258 299 272 135 278161 593
1259 299 264 143 278267 593
1260 299 241 166 278371 593
1261 299 266 141 278501 593
1262 299 258 149 278608 593
1263 299 259 148 278720 593
1264 299 277 130 278840 593
1265 299 280 127 278940 593
1266 299 251 155 279033 594
1267 299 254 152 279149 594
1268 299 252 154 279270 594
1269 299 275 131 279399 594
1270 299 261 145 279502 594
1271 299 256 150 279614 594
1272 299 244 162 279725 594
1273 300 263 143 279852 594
1274 300 264 142 279969 594
1275 300 243 163 280068 594
1276 300 255 151 280198 594
1277 300 264 142 280318 594
1278 300 269 137 280436 594
1279 300 271 135 280543 594
1280 301 272 134 280653 594
1281 301 284 122 280766 594
1282 301 276 130 280864 594
1283 301 274 132 280969 594
1284 301 269 137 281071 594
1285 301 248 158 281177 594
1286 301 266 140 281305 594
1287 301 278 128 281425 594
1288 301 260 146 281523 594
1289 301 278 128 281640 594
1290 301 270 136 281738 594
1291 302 258 148 281835 594
1292 303 266 140 281953 594
1293 304 242 164 282056 594
1294 304 253 153 282183 594
1295 304 243 163 282297 594
1296 304 267 138 282427 595
1297 304 278 127 282545 595
1298 304 274 131 282647 595
1299 304 260 145 282750 595
1300 304 267 138 282861 595
1301 304 272 133 282979 595
1302 304 261 144 283088 595
1303 304 251 154 283196 595
1304 304 281 123 283328 596
1305 305 251 153 283424 596
1306 305 251 153 283543 596
1307 305 241 163 283655 596
1308 305 259 144 283784 597
1309 305 252 151 283898 597
1310 305 277 126 284025 597
1311 305 262 141 284119 597
1312 305 285 118 284240 597
1313 305 263 140 284330 597
1314 305 258 145 284436 597
1315 306 257 146 284547 597
1316 306 258 145 284664 597
1317 306 258 144 284776 598
1318 306 260 142 284891 598
1319 306 258 144 285007 598
1320 307 276 126 285132 598
1321 308 270 132 285232 598
1322 308 267 135 285335 598
1323 308 280 122 285447 598
1324 308 262 140 285543 598
1325 308 265 137 285653 598
1326 308 252 150 285762 598
1327 308 251 151 285875 598
1328 308 272 130 285996 598
1329 309 271 131 286101 598
1330 309 287 115 286211 598
1331 309 288 114 286305 598
1332 309 283 119 286400 598
1333 309 289 113 286497 598
1334 309 266 136 286589 598
1335 309 265 137 286692 598
1336 309 271 131 286804 598
1337 309 263 139 286905 598
1338 309 266 136 287017 598
1339 309 254 148 287121 598
1340 309 260 142 287233 598
1341 309 269 133 287344 598
1342 309 257 145 287448 598
1343 309 266 136 287567 598
1344 309 266 136 287675 598
1345 309 267 135 287783 598
1346 309 269 132 287887 599
1347 309 261 139 287986 600
1348 309 276 124 288098 600
1349 309 259 141 288194 600
1350 309 269 130 288305 601
1351 309 269 130 288413 601
1352 309 269 130 288520 601
1353 309 261 138 288621 601
1354 309 251 148 288729 601
1355 309 270 129 288847 601
1356 309 273 126 288952 601
1357 309 282 116 289059 602
1358 309 269 128 289154 603
1359 309 275 122 289258 603
1360 309 277 120 289361 603
1361 309 287 110 289464 603
1362 309 276 121 289557 603
1363 309 277 120 289661 603
1364 309 254 143 289752 603
1365 309 278 119 289873 603
1366 309 285 112 289975 603
1367 309 261 136 290057 603
1368 309 263 134 290162 603
1369 309 281 116 290276 603
1370 309 270 127 290371 603
1371 309 263 134 290474 603
1372 309 260 137 290581 603
1373 309 261 136 290690 603
1374 309 277 120 290805 603
1375 309 265 132 290903 603
1376 309 274 123 291007 603
1377 309 281 116 291115 603
1378 310 277 120 291212 603
1379 310 265 132 291305 603
1380 310 278 119 291418 603
1381 310 235 162 291493 603
1382 310 266 131 291625 603
1383 310 260 137 291731 603
1384 310 252 145 291833 603
1385 311 239 158 291939 603
1386 311 251 146 292062 603
1387 311 261 134 292174 605
1388 311 265 130 292283 605
1389 311 271 124 292387 605
1390 311 265 130 292484 605
1391 311 280 115 292596 605
1392 311 261 134 292688 605
1393 311 267 128 292791 605
1394 311 259 136 292888 605
1395 311 251 144 292991 605
1396 311 269 126 293108 605
1397 311 286 109 293215 605
1398 311 297 98 293310 605
1399 311 288 107 293390 605
1400 311 293 102 293477 605
1401 311 279 116 293558 605
1402 311 270 125 293653 605
1403 311 250 145 293742 605
1404 311 266 129 293859 605
1405 311 258 137 293960 605
1406 311 269 126 294073 605
1407 311 273 121 294175 606
1408 311 261 133 294269 606
1409 311 260 134 294377 606
1410 311 255 139 294483 606
1411 311 256 138 294589 606
1412 311 262 132 294694 606
1413 311 269 125 294799 606
1414 311 261 133 294898 606
1415 311 262 132 295004 606
1416 311 254 140 295106 606
1417 311 255 139 295213 606
1418 311 257 137 295323 606
1419 311 259 135 295433 606
1420 311 260 134 295542 606
1421 311 258 136 295648 606
1422 311 264 130 295756 606
1423 311 264 130 295862 606
1424 311 267 127 295963 606
1425 311 262 132 296064 606
1426 311 271 123 296178 606
1427 311 260 134 296276 606
1428 311 283 111 296389 606
1429 311 267 127 296482 606
1430 311 277 117 296587 606
1431 311 259 135 296678 606
1432 311 259 135 296784 606
1433 311 281 113 296896 606
1434 311 286 107 296995 607
1435 311 268 125 297079 607
1436 311 284 109 297186 607
1437 311 268 125 297273 607
1438 311 265 128 297368 607
1439 311 260 133 297466 607
1440 311 252 141 297575 607
1441 311 267 126 297694 607
1442 311 258 135 297792 607
1443 311 254 139 297894 607
1444 311 251 142 298003 607
1445 311 255 138 298116 607
1446 311 253 139 298223 608
1447 312 274 118 298338 608
1448 312 262 130 298429 608
1449 312 269 123 298534 608
1450 312 269 123 298631 608
1451 312 266 126 298731 608
1452 312 259 132 298830 609
1453 312 272 119 298936 609
1454 313 268 123 299028 609
1455 313 248 143 299119 609
1456 313 269 122 299237 609
1457 313 271 120 299336 609
1458 313 270 120 299438 610
1459 313 277 113 299534 610
1460 313 276 114 299624 610
1461 313 273 117 299714 610
1462 313 283 107 299813 610
1463 313 273 117 299904 610
1464 313 261 129 299998 610
1465 314 285 105 300107 610
1466 314 286 103 300197 611
1467 314 258 131 300275 611
1468 314 277 112 300390 611
1469 314 277 112 300485 611
1470 314 265 124 300574 611
1471 314 269 120 300678 611
1472 314 267 122 300770 611
1473 314 258 131 300868 611
1474 314 249 140 300964 611
1475 314 259 130 301081 611
1476 314 253 136 301181 611
1477 314 256 133 301295 611
1478 314 255 134 301399 611
1479 314 262 127 301502 611
1480 314 262 127 301600 611
1481 314 259 130 301702 611
1482 314 269 120 301810 611
1483 314 255 134 301899 611
1484 314 262 127 302003 611
1485 314 254 135 302104 611
1486 314 255 134 302210 611
1487 314 269 120 302329 611
1488 314 260 128 302424 612
1489 314 246 142 302522 612
1490 314 264 124 302637 612
1491 314 260 127 302737 613
1492 314 247 140 302840 613
1493 314 263 124 302954 613
1494 314 250 137 303050 613
1495 314 261 126 303162 613
1496 314 262 125 303262 613
1497 314 241 146 303354 613
1498 314 249 138 303466 613
1499 314 253 134 303571 613
1500 314 268 119 303681 613
1501 314 280 107 303784 613
1502 314 262 125 303867 613
1503 314 257 130 303961 613
1504 314 255 132 304060 613
1505 314 264 123 304172 613
1506 314 252 135 304271 613
1507 314 257 130 304382 613
1508 314 254 133 304480 613
1509 314 261 126 304583 613
1510 314 262 125 304680 613
1511 314 265 122 304781 613
1512 314 273 114 304879 613
1513 314 263 124 304974 613
1514 314 261 126 305069 613
1515 315 258 129 305172 613
1516 315 253 134 305274 613
1517 315 260 127 305383 613
1518 315 256 131 305485 613
1519 316 249 138 305584 613
1520 316 268 119 305698 613
1521 317 262 125 305794 613
1522 317 260 127 305888 613
1523 317 265 122 305988 613
1524 317 272 115 306091 613
1525 317 263 124 306186 613
1526 318 270 117 306286 613
1527 318 265 122 306383 613
1528 318 260 127 306479 613
1529 318 263 124 306582 613
1530 318 277 110 306681 613
1531 319 268 119 306768 613
1532 319 266 121 306862 613
1533 319 285 102 306966 613
1534 319 259 128 307039 613
1535 320 277 110 307145 613
1536 320 272 115 307231 613
1537 320 273 114 307325 613
1538 320 273 114 307421 613
1539 320 264 123 307518 613
1540 320 269 118 307621 613
1541 320 265 122 307720 613
1542 320 269 118 307820 613
1543 320 265 122 307916 613
1544 320 263 124 308017 613
1545 322 271 116 308121 613
1546 322 280 107 308219 613
1547 322 274 113 308308 613
1548 323 275 112 308403 613
1549 323 275 112 308499 613
1550 323 259 128 308594 613
1551 324 254 133 308698 613
1552 324 278 109 308812 613
1553 324 261 126 308902 613
1554 325 280 107 309010 613
1555 326 262 125 309101 613
1556 326 276 111 309204 613
1557 326 274 113 309293 613
1558 326 277 110 309389 613
1559 327 286 101 309490 613
1560 327 263 124 309571 613
1561 327 268 119 309676 613
1562 327 251 136 309765 613
1563 328 274 113 309876 613
1564 328 273 114 309972 613
1565 328 269 118 310066 613
1566 328 268 119 310162 613
1567 328 271 116 310259 613
1568 329 273 114 310360 613
1569 330 273 114 310454 613
1570 330 284 103 310553 613
1571 330 272 115 310640 613
1572 330 270 117 310736 613
1573 330 265 122 310833 613
1574 330 258 129 310929 613
1575 330 263 124 311033 613
1576 330 261 126 311131 613
1577 330 290 97 311244 613
1578 330 269 118 311323 613
1579 331 281 106 311424 613
1580 331 276 111 311507 613
1581 331 271 116 311595 613
1582 331 262 125 311686 613
1583 332 265 122 311786 613
1584 332 273 113 311887 614
1585 333 285 101 311983 614
1586 333 272 114 312064 614
1587 333 281 105 312157 614
1588 333 275 111 312244 614
1589 333 253 133 312324 614
1590 334 260 126 312430 614
1591 334 279 107 312536 614
1592 334 251 135 312616 614
1593 334 267 119 312721 614
1594 334 270 116 312818 614
1595 334 278 108 312915 614
1596 334 283 103 313011 614
1597 335 262 124 313093 614
1598 335 263 123 313190 614
1599 335 249 137 313285 614
1600 335 253 133 313391 614
1601 335 261 125 313499 614
1602 335 265 121 313603 614
1603 335 278 108 313705 614
1604 335 267 119 313787 614
1605 335 272 114 313885 614
1606 335 278 108 313986 614
1607 335 253 133 314067 614
1608 335 283 103 314183 614
1609 335 267 119 314266 614
1610 335 258 128 314363 614
1611 335 253 133 314465 614
1612 335 278 108 314579 614
1613 335 270 116 314665 614
1614 335 253 133 314755 614
1615 335 247 139 314856 614
1616 336 270 116 314974 614
1617 336 269 117 315071 614
1618 336 279 107 315166 614
1619 336 257 128 315247 615
1620 336 262 123 315349 615
1621 336 263 122 315453 615
1622 336 268 117 315552 615
1623 336 251 134 315639 615
1624 337 261 124 315746 615
1625 337 255 130 315845 615
1626 337 251 134 315951 615
1627 337 254 131 316059 615
1628 337 228 157 316155 615
1629 337 239 146 316279 615
1630 337 257 128 316401 615
1631 337 265 120 316509 615
1632 337 264 121 316604 615
1633 337 258 127 316701 615
1634 337 281 104 316810 615
1635 337 257 128 316894 615
1636 337 259 126 316999 615
1637 337 267 118 317102 615
1638 337 259 126 317193 615
1639 337 269 115 317294 616
1640 337 261 123 317390 616
1641 337 268 116 317497 616
1642 337 279 105 317600 616
1643 337 270 114 317684 616
1644 337 276 108 317785 616
1645 337 272 112 317876 616
1646 337 272 112 317967 616
1647 337 262 122 318055 616
1648 337 274 110 318157 616
1649 337 263 121 318246 616
1650 337 268 116 318348 616
1651 337 277 107 318446 616
1652 337 243 141 318520 616
1653 337 254 130 318637 616
1654 337 265 119 318744 616
1655 337 272 112 318847 616
1656 337 278 106 318941 616
1657 337 273 111 319028 616
1658 337 265 119 319120 616
1659 337 281 103 319224 616
1660 337 265 119 319310 616
1661 337 285 99 319414 616
1662 337 285 99 319501 616
1663 337 285 99 319588 616
1664 337 281 103 319672 616
1665 337 276 108 319758 616
1666 337 276 108 319846 616
1667 337 265 119 319932 616
1668 338 264 120 320030 616
1669 338 269 115 320127 616
1670 338 262 122 320218 616
1671 338 248 136 320310 616
1672 338 266 118 320427 616
1673 339 254 130 320516 616
1674 339 286 98 320630 616
1675 339 262 122 320711 616
1676 340 267 117 320811 616
1677 340 262 122 320908 616
1678 341 292 92 321017 616
1679 341 279 105 321098 616
1680 341 270 114 321184 616
1681 341 273 111 321278 616
1682 342 271 113 321367 616
1683 342 253 131 321456 616
1684 342 250 134 321560 616
1685 342 253 131 321665 616
1686 342 259 125 321770 616
1687 342 253 131 321865 616
1688 342 265 119 321974 616
1689 342 261 123 322070 616
1690 342 253 131 322165 616
1691 342 250 134 322274 616
1692 343 279 105 322394 616
1693 344 262 122 322484 616
1694 345 261 123 322586 616
1695 345 255 129 322681 616
1696 345 272 112 322792 616
1697 345 266 118 322882 616
1698 345 271 113 322984 616
1699 345 274 110 323078 616
1700 345 279 105 323174 616
1701 345 263 121 323259 616
1702 345 262 122 323353 616
1703 345 257 127 323453 616
1704 345 259 125 323560 616
1705 345 284 100 323671 616
1706 345 283 101 323755 616
1707 345 287 97 323844 616
1708 345 254 130 323919 616
1709 345 267 117 324024 616
1710 345 267 117 324125 616
1711 345 240 144 324214 616
1712 345 270 114 324336 616
1713 347 261 123 324433 616
1714 347 251 133 324527 616
1715 347 254 130 324634 616
1716 347 286 98 324747 616
1717 347 265 119 324825 616
1718 347 268 116 324923 616
1719 348 267 117 325022 616
1720 348 253 131 325115 616
1721 348 252 132 325217 616
1722 348 261 123 325324 616
1723 348 268 116 325427 616
1724 348 259 125 325521 616
1725 348 272 112 325629 616
1726 348 265 119 325728 616
1727 348 271 113 325828 616
1728 348 258 126 325918 616
1729 349 268 115 326015 617
1730 349 257 126 326108 617
1731 349 260 123 326214 617
1732 349 260 123 326314 617
1733 349 244 139 326408 617
1734 349 255 128 326520 617
1735 349 256 127 326625 617
1736 349 255 128 326731 617
1737 349 257 125 326834 618
1738 349 267 115 326937 618
1739 349 278 104 327039 618
1740 349 267 115 327123 618
1741 349 266 116 327221 618
1742 349 247 135 327309 618
1743 349 270 112 327417 618
1744 349 254 128 327503 618
1745 350 257 125 327607 618
1746 350 268 114 327712 618
1747 350 244 138 327799 618
1748 350 264 118 327911 618
1749 350 262 120 328008 618
1750 350 272 110 328105 618
1751 350 268 114 328192 618
1752 350 259 123 328281 618
1753 350 261 121 328379 618
1754 350 271 111 328483 618
1755 351 264 118 328572 618
1756 351 272 110 328671 618
1757 351 250 132 328757 618
1758 351 247 135 328860 618
1759 351 251 131 328967 618
1760 351 257 125 329074 618
1761 352 259 123 329175 618
1762 352 248 134 329270 618
1763 352 252 130 329380 618
1764 352 265 117 329490 618
1765 352 257 125 329584 618
1766 352 254 128 329682 618
1767 353 247 135 329785 618
1768 355 259 123 329897 618
1769 355 245 137 329992 618
1770 355 258 124 330105 618
1771 355 262 120 330207 618
1772 356 257 125 330308 618
1773 356 247 135 330406 618
1774 356 262 120 330514 618
1775 357 248 134 330608 618
1776 357 264 118 330722 618
1777 357 251 130 330818 619
1778 358 275 106 330924 619
1779 358 265 116 331008 619
1780 358 266 115 331100 619
1781 358 264 117 331193 619
1782 358 274 107 331291 619
1783 358 266 115 331377 619
1784 358 267 114 331473 619
1785 358 268 113 331566 619
1786 358 271 110 331661 619
1787 358 255 126 331742 619
1788 359 265 116 331846 619
1789 359 261 119 331941 620
1790 359 264 116 332040 620
1791 359 259 121 332133 620
1792 359 252 128 332226 620
1793 359 271 109 332332 620
1794 360 254 125 332422 621
1795 360 239 140 332512 621
1796 360 273 106 332630 621
1797 360 262 117 332716 621
1798 360 273 106 332813 621
1799 360 272 107 332900 621
1800 361 262 117 332980 621
1801 361 248 131 333070 621
1802 361 274 105 333177 621
1803 361 257 122 333261 621
1804 361 263 116 333359 621
1805 361 257 122 333455 621
1806 361 268 111 333554 621
1807 361 293 86 333654 621
1808 361 267 112 333722 621
1809 361 268 111 333815 621
1810 361 258 121 333908 621
1811 361 265 114 334010 621
1812 361 239 140 334094 621
1813 361 254 125 334208 621
1814 361 252 127 334311 621
1815 361 242 137 334406 621
1816 361 259 120 334514 621
1817 361 241 138 334607 621
1818 362 259 120 334722 621
1819 362 262 117 334819 621
1820 362 272 107 334916 621
1821 362 267 112 335004 621
1822 362 281 98 335100 621
1823 362 248 131 335176 621
1824 362 264 115 335281 621
