virus_id virus source source_exposure_date rt
0 "covid 19" 2210 11 1
0 "covid 19" 2208 11 1
0 "covid 19" 2207 11 1
0 "covid 19" 1842 11 0
0 "covid 19" 1839 11 0
0 "covid 19" 1837 11 0
0 "covid 19" 8088 30 0
0 "covid 19" 1297 11 1
0 "covid 19" 1296 11 1
0 "covid 19" 1294 11 1
0 "covid 19" 1292 11 1
0 "covid 19" 1194 11 10
0 "covid 19" 1191 11 0
0 "covid 19" 1190 11 0
0 "covid 19" 1188 11 0
0 "covid 19" 1187 11 0
0 "covid 19" 1186 11 0
0 "covid 19" 1254 15 1
0 "covid 19" 9978 13 0
0 "covid 19" 983 11 1
0 "covid 19" 430 16 0
0 "covid 19" 982 11 1
0 "covid 19" 979 11 1
0 "covid 19" 2139 18 1
0 "covid 19" 978 11 1
0 "covid 19" 2140 18 1
0 "covid 19" 975 11 1
0 "covid 19" 974 11 1
0 "covid 19" 945 11 10
0 "covid 19" 943 11 0
0 "covid 19" 938 11 0
0 "covid 19" 8350 52 1
0 "covid 19" 6050 12 10
0 "covid 19" 937 11 0
0 "covid 19" 667 11 1
0 "covid 19" 665 11 1
0 "covid 19" 7976 18 10
0 "covid 19" 664 11 1
0 "covid 19" 662 11 1
0 "covid 19" 660 11 1
0 "covid 19" 658 11 1
0 "covid 19" 387 11 0
0 "covid 19" 383 11 0
0 "covid 19" 6659 13 0
0 "covid 19" 382 11 0
0 "covid 19" 381 11 0
0 "covid 19" 380 11 0
0 "covid 19" 379 11 0
0 "covid 19" 177 11 1
0 "covid 19" 176 11 1
0 "covid 19" 9346 22 10
0 "covid 19" 9974 13 0
0 "covid 19" 174 11 1
0 "covid 19" 173 11 1
0 "covid 19" 5436 23 1
0 "covid 19" 9344 22 0
0 "covid 19" 172 11 1
0 "covid 19" 9342 22 0
0 "covid 19" 170 11 1
0 "covid 19" 1269 13 1
0 "covid 19" 9952 10 10
0 "covid 19" 9951 10 0
0 "covid 19" 5353 26 0
0 "covid 19" 9948 10 0
0 "covid 19" 9947 10 0
0 "covid 19" 2826 15 1
0 "covid 19" 9945 10 0
0 "covid 19" 6683 12 1
0 "covid 19" 9943 10 0
0 "covid 19" 9756 10 1
0 "covid 19" 9755 10 1
0 "covid 19" 9363 24 0
0 "covid 19" 9754 10 1
0 "covid 19" 9365 24 0
0 "covid 19" 7959 17 0
0 "covid 19" 9752 10 1
0 "covid 19" 9225 10 0
0 "covid 19" 9224 10 0
0 "covid 19" 9223 10 0
0 "covid 19" 9221 10 0
0 "covid 19" 8376 50 1
0 "covid 19" 9220 10 0
0 "covid 19" 9034 10 1
0 "covid 19" 9030 10 1
0 "covid 19" 9028 10 1
0 "covid 19" 4806 11 1
0 "covid 19" 9027 10 1
0 "covid 19" 9026 10 1
0 "covid 19" 8612 26 1
0 "covid 19" 8967 10 10
0 "covid 19" 8966 10 0
0 "covid 19" 8965 10 0
0 "covid 19" 8963 10 0
0 "covid 19" 3376 14 0
0 "covid 19" 8961 10 0
0 "covid 19" 8453 42 1
0 "covid 19" 8959 10 0
0 "covid 19" 8958 10 0
0 "covid 19" 8773 10 1
0 "covid 19" 8772 10 1
0 "covid 19" 8771 10 1
0 "covid 19" 8770 10 1
0 "covid 19" 8413 46 1
0 "covid 19" 8769 10 1
0 "covid 19" 9516 34 1
0 "covid 19" 8767 10 1
0 "covid 19" 7896 10 10
0 "covid 19" 7895 10 0
0 "covid 19" 9685 17 1
0 "covid 19" 7892 10 0
0 "covid 19" 7891 10 0
0 "covid 19" 7293 10 0
0 "covid 19" 7292 10 0
0 "covid 19" 7290 10 0
0 "covid 19" 7289 10 0
0 "covid 19" 7288 10 0
0 "covid 19" 7287 10 0
0 "covid 19" 7286 10 0
0 "covid 19" 7285 10 0
0 "covid 19" 967 12 1
0 "covid 19" 7284 10 0
0 "covid 19" 7283 10 0
0 "covid 19" 7282 10 0
0 "covid 19" 7280 10 0
0 "covid 19" 6712 10 1
0 "covid 19" 9353 23 0
0 "covid 19" 6710 10 1
0 "covid 19" 9633 22 1
0 "covid 19" 6708 10 1
0 "covid 19" 6629 10 0
0 "covid 19" 944 11 0
0 "covid 19" 6628 10 0
0 "covid 19" 6624 10 0
0 "covid 19" 6102 17 0
0 "covid 19" 6622 10 0
0 "covid 19" 6621 10 0
0 "covid 19" 6439 10 1
0 "covid 19" 6438 10 1
0 "covid 19" 7897 11 0
0 "covid 19" 6433 10 1
0 "covid 19" 6623 10 0
0 "covid 19" 6430 10 1
0 "covid 19" 6405 10 0
0 "covid 19" 6403 10 0
0 "covid 19" 6402 10 0
0 "covid 19" 6401 10 0
0 "covid 19" 6400 10 0
0 "covid 19" 6399 10 0
0 "covid 19" 6175 10 1
0 "covid 19" 6174 10 1
0 "covid 19" 6172 10 1
0 "covid 19" 4756 14 0
0 "covid 19" 6171 10 1
0 "covid 19" 9746 11 1
0 "covid 19" 6030 10 10
0 "covid 19" 9745 11 1
0 "covid 19" 5554 11 1
0 "covid 19" 6029 10 0
0 "covid 19" 5555 11 1
0 "covid 19" 6026 10 0
0 "covid 19" 6025 10 0
0 "covid 19" 9256 13 10
0 "covid 19" 6024 10 0
0 "covid 19" 6022 10 0
0 "covid 19" 6021 10 0
0 "covid 19" 5566 10 1
0 "covid 19" 5565 10 1
0 "covid 19" 2648 21 0
0 "covid 19" 9279 16 0
0 "covid 19" 5564 10 1
0 "covid 19" 5563 10 1
0 "covid 19" 5562 10 1
0 "covid 19" 5561 10 1
0 "covid 19" 5198 10 10
0 "covid 19" 5196 10 0
0 "covid 19" 2063 26 1
0 "covid 19" 8672 20 1
0 "covid 19" 5195 10 0
0 "covid 19" 5193 10 0
0 "covid 19" 5191 10 0
0 "covid 19" 5190 10 0
0 "covid 19" 5189 10 0
0 "covid 19" 4818 10 1
0 "covid 19" 9414 29 0
0 "covid 19" 4816 10 1
0 "covid 19" 4814 10 1
0 "covid 19" 4813 10 1
0 "covid 19" 1286 12 1
0 "covid 19" 4812 10 1
0 "covid 19" 8471 40 1
0 "covid 19" 4809 10 1
0 "covid 19" 4724 10 10
0 "covid 19" 5377 28 0
0 "covid 19" 4723 10 0
0 "covid 19" 4721 10 0
0 "covid 19" 661 11 1
0 "covid 19" 4718 10 0
0 "covid 19" 4717 10 0
0 "covid 19" 6132 14 1
0 "covid 19" 4716 10 0
0 "covid 19" 6131 14 1
0 "covid 19" 4715 10 0
0 "covid 19" 559 21 1
0 "covid 19" 4533 10 1
0 "covid 19" 4531 10 1
0 "covid 19" 4529 10 1
0 "covid 19" 8210 42 0
0 "covid 19" 9472 35 0
0 "covid 19" 4528 10 1
0 "covid 19" 8209 42 0
0 "covid 19" 4527 10 1
0 "covid 19" 4526 10 1
0 "covid 19" 4525 10 1
0 "covid 19" 1226 15 0
0 "covid 19" 4524 10 1
0 "covid 19" 4494 10 0
0 "covid 19" 2866 11 1
0 "covid 19" 4493 10 0
0 "covid 19" 4492 10 0
0 "covid 19" 4491 10 0
0 "covid 19" 4490 10 0
0 "covid 19" 8061 27 0
0 "covid 19" 4486 10 0
0 "covid 19" 2583 14 0
0 "covid 19" 3915 10 1
0 "covid 19" 8222 43 0
0 "covid 19" 3914 10 1
0 "covid 19" 3913 10 1
0 "covid 19" 3910 10 1
0 "covid 19" 2584 14 10
0 "covid 19" 3908 10 1
0 "covid 19" 3907 10 1
0 "covid 19" 3906 10 1
0 "covid 19" 3828 10 10
0 "covid 19" 3826 10 0
0 "covid 19" 8496 38 1
0 "covid 19" 2572 13 0
0 "covid 19" 3825 10 0
0 "covid 19" 3823 10 0
0 "covid 19" 3822 10 0
0 "covid 19" 2164 16 1
0 "covid 19" 3821 10 0
0 "covid 19" 2163 16 1
0 "covid 19" 3820 10 0
0 "covid 19" 3478 10 1
0 "covid 19" 3477 10 1
0 "covid 19" 8332 54 0
0 "covid 19" 3475 10 1
0 "covid 19" 3471 10 1
0 "covid 19" 3470 10 1
0 "covid 19" 3337 10 10
0 "covid 19" 3335 10 0
0 "covid 19" 3334 10 0
0 "covid 19" 3333 10 0
0 "covid 19" 3332 10 0
0 "covid 19" 5388 28 0
0 "covid 19" 3330 10 0
0 "covid 19" 3329 10 0
0 "covid 19" 504 23 0
0 "covid 19" 3145 10 1
0 "covid 19" 3144 10 1
0 "covid 19" 3142 10 1
0 "covid 19" 2827 15 1
0 "covid 19" 3140 10 1
0 "covid 19" 3138 10 1
0 "covid 19" 3111 10 0
0 "covid 19" 3108 10 0
0 "covid 19" 8120 33 0
0 "covid 19" 3106 10 0
0 "covid 19" 9549 31 1
0 "covid 19" 2032 29 0
0 "covid 19" 2202 12 1
0 "covid 19" 3343 11 0
0 "covid 19" 3105 10 0
0 "covid 19" 8122 33 0
0 "covid 19" 6122 15 1
0 "covid 19" 3104 10 0
0 "covid 19" 3426 15 1
0 "covid 19" 7281 10 0
0 "covid 19" 2880 10 1
0 "covid 19" 2878 10 1
0 "covid 19" 2876 10 1
0 "covid 19" 2874 10 1
0 "covid 19" 2873 10 1
0 "covid 19" 2872 10 1
0 "covid 19" 2544 10 10
0 "covid 19" 2543 10 0
0 "covid 19" 2542 10 0
0 "covid 19" 2541 10 0
0 "covid 19" 8340 53 1
0 "covid 19" 2538 10 0
0 "covid 19" 2537 10 0
0 "covid 19" 2705 27 0
0 "covid 19" 2535 10 0
0 "covid 19" 2226 10 1
0 "covid 19" 2224 10 1
0 "covid 19" 2818 16 1
0 "covid 19" 2223 10 1
0 "covid 19" 2222 10 1
0 "covid 19" 2220 10 1
0 "covid 19" 2219 10 1
0 "covid 19" 2217 10 1
0 "covid 19" 1832 10 0
0 "covid 19" 1830 10 0
0 "covid 19" 3860 14 0
0 "covid 19" 1829 10 0
0 "covid 19" 1826 10 0
0 "covid 19" 1825 10 0
0 "covid 19" 1642 10 0
0 "covid 19" 2016 29 0
0 "covid 19" 1641 10 0
0 "covid 19" 1640 10 0
0 "covid 19" 1638 10 0
0 "covid 19" 1636 10 0
0 "covid 19" 1633 10 0
0 "covid 19" 1632 10 0
0 "covid 19" 4749 13 0
0 "covid 19" 1629 10 0
0 "covid 19" 1627 10 0
0 "covid 19" 1307 10 1
0 "covid 19" 1306 10 1
0 "covid 19" 2056 27 1
0 "covid 19" 1304 10 1
0 "covid 19" 1303 10 1
0 "covid 19" 1302 10 1
0 "covid 19" 94 19 1
0 "covid 19" 1301 10 1
0 "covid 19" 1298 10 1
0 "covid 19" 8140 35 0
0 "covid 19" 4817 10 1
0 "covid 19" 1184 10 10
0 "covid 19" 1183 10 0
0 "covid 19" 1182 10 0
0 "covid 19" 8664 21 1
0 "covid 19" 1181 10 0
0 "covid 19" 1178 10 0
0 "covid 19" 1177 10 0
0 "covid 19" 638 13 1
0 "covid 19" 1175 10 0
0 "covid 19" 992 10 1
0 "covid 19" 989 10 1
0 "covid 19" 4765 15 0
0 "covid 19" 988 10 1
0 "covid 19" 987 10 1
0 "covid 19" 985 10 1
0 "covid 19" 1993 26 10
0 "covid 19" 935 10 10
0 "covid 19" 934 10 0
0 "covid 19" 931 10 0
0 "covid 19" 927 10 0
0 "covid 19" 8492 38 1
0 "covid 19" 676 10 1
0 "covid 19" 675 10 1
0 "covid 19" 674 10 1
0 "covid 19" 378 10 10
0 "covid 19" 375 10 0
0 "covid 19" 3331 10 0
0 "covid 19" 373 10 0
0 "covid 19" 372 10 0
0 "covid 19" 371 10 0
0 "covid 19" 369 10 0
0 "covid 19" 187 10 1
0 "covid 19" 185 10 1
0 "covid 19" 184 10 1
0 "covid 19" 8029 24 0
0 "covid 19" 1971 24 0
0 "covid 19" 183 10 1
0 "covid 19" 8366 51 1
0 "covid 19" 181 10 1
0 "covid 19" 178 10 1
0 "covid 19" 9942 9 10
0 "covid 19" 8190 40 0
0 "covid 19" 9941 9 0
0 "covid 19" 9937 9 0
0 "covid 19" 3872 14 0
0 "covid 19" 9934 9 0
0 "covid 19" 9933 9 0
0 "covid 19" 8472 40 1
0 "covid 19" 9771 9 1
0 "covid 19" 9766 9 1
0 "covid 19" 9762 9 1
0 "covid 19" 9216 9 10
0 "covid 19" 9215 9 0
0 "covid 19" 9212 9 0
0 "covid 19" 9211 9 0
0 "covid 19" 3419 15 1
0 "covid 19" 9210 9 0
0 "covid 19" 9045 9 1
0 "covid 19" 9044 9 1
0 "covid 19" 9043 9 1
0 "covid 19" 40 19 0
0 "covid 19" 9042 9 1
0 "covid 19" 9038 9 1
0 "covid 19" 8956 9 0
0 "covid 19" 8955 9 0
0 "covid 19" 8950 9 0
0 "covid 19" 8949 9 0
0 "covid 19" 8948 9 0
0 "covid 19" 8785 9 1
0 "covid 19" 9454 33 0
0 "covid 19" 1211 13 0
0 "covid 19" 8784 9 1
0 "covid 19" 8783 9 1
0 "covid 19" 8782 9 1
0 "covid 19" 5492 17 1
0 "covid 19" 8779 9 1
0 "covid 19" 8778 9 1
0 "covid 19" 8777 9 1
0 "covid 19" 7886 9 10
0 "covid 19" 7885 9 0
0 "covid 19" 7883 9 0
0 "covid 19" 947 12 0
0 "covid 19" 7882 9 0
0 "covid 19" 6046 12 0
0 "covid 19" 7881 9 0
0 "covid 19" 7878 9 0
0 "covid 19" 8259 47 0
0 "covid 19" 7877 9 0
0 "covid 19" 7303 9 1
0 "covid 19" 8441 43 1
0 "covid 19" 7302 9 1
0 "covid 19" 7300 9 1
0 "covid 19" 7298 9 1
0 "covid 19" 7297 9 1
0 "covid 19" 7296 9 1
0 "covid 19" 7278 9 0
0 "covid 19" 2141 18 1
0 "covid 19" 976 11 1
0 "covid 19" 7277 9 0
0 "covid 19" 7276 9 0
0 "covid 19" 7275 9 0
0 "covid 19" 3139 10 1
0 "covid 19" 7272 9 0
0 "covid 19" 7271 9 0
0 "covid 19" 7029 9 0
0 "covid 19" 7028 9 0
0 "covid 19" 7027 9 0
0 "covid 19" 8491 38 1
0 "covid 19" 7026 9 0
0 "covid 19" 2804 17 1
0 "covid 19" 7025 9 0
0 "covid 19" 9558 30 1
0 "covid 19" 8581 29 1
0 "covid 19" 677 10 1
0 "covid 19" 7024 9 0
0 "covid 19" 9557 30 1
0 "covid 19" 7023 9 0
0 "covid 19" 8706 17 1
0 "covid 19" 4519 11 1
0 "covid 19" 7022 9 0
0 "covid 19" 8708 16 1
0 "covid 19" 7020 9 0
0 "covid 19" 7019 9 0
0 "covid 19" 6720 9 1
0 "covid 19" 6716 9 1
0 "covid 19" 6715 9 1
0 "covid 19" 6714 9 1
0 "covid 19" 6713 9 1
0 "covid 19" 6620 9 10
0 "covid 19" 6614 9 0
0 "covid 19" 3424 15 1
0 "covid 19" 6613 9 0
0 "covid 19" 9511 35 1
0 "covid 19" 6611 9 0
0 "covid 19" 3830 11 0
0 "covid 19" 6449 9 1
0 "covid 19" 6448 9 1
0 "covid 19" 6447 9 1
0 "covid 19" 6446 9 1
0 "covid 19" 6445 9 1
0 "covid 19" 6444 9 1
0 "covid 19" 6442 9 1
0 "covid 19" 619 15 1
0 "covid 19" 6398 9 10
0 "covid 19" 6397 9 0
0 "covid 19" 6396 9 0
0 "covid 19" 6395 9 0
0 "covid 19" 2084 24 1
0 "covid 19" 3354 12 0
0 "covid 19" 6394 9 0
0 "covid 19" 2073 25 1
0 "covid 19" 6393 9 0
0 "covid 19" 8098 31 0
0 "covid 19" 2071 25 1
0 "covid 19" 6391 9 0
0 "covid 19" 9381 26 0
0 "covid 19" 6390 9 0
0 "covid 19" 6183 9 1
0 "covid 19" 6182 9 1
0 "covid 19" 7920 13 0
0 "covid 19" 6181 9 1
0 "covid 19" 6180 9 1
0 "covid 19" 9988 14 0
0 "covid 19" 6179 9 1
0 "covid 19" 9622 23 1
0 "covid 19" 6178 9 1
0 "covid 19" 6176 9 1
0 "covid 19" 6020 9 10
0 "covid 19" 6018 9 0
0 "covid 19" 6017 9 0
0 "covid 19" 5569 10 1
0 "covid 19" 6014 9 0
0 "covid 19" 9761 10 1
0 "covid 19" 6013 9 0
0 "covid 19" 6012 9 0
0 "covid 19" 9763 9 1
0 "covid 19" 6011 9 0
0 "covid 19" 41 19 0
0 "covid 19" 5580 9 1
0 "covid 19" 9378 26 0
0 "covid 19" 42 19 10
0 "covid 19" 5579 9 1
0 "covid 19" 8004 21 0
0 "covid 19" 5578 9 1
0 "covid 19" 5577 9 1
0 "covid 19" 3414 16 1
0 "covid 19" 5571 9 1
0 "covid 19" 3368 14 0
0 "covid 19" 5188 9 10
0 "covid 19" 5184 9 0
0 "covid 19" 5182 9 0
0 "covid 19" 5179 9 0
0 "covid 19" 4828 9 1
0 "covid 19" 4826 9 1
0 "covid 19" 4824 9 1
0 "covid 19" 15 17 0
0 "covid 19" 4823 9 1
0 "covid 19" 4822 9 1
0 "covid 19" 9536 32 1
0 "covid 19" 4821 9 1
0 "covid 19" 4820 9 1
0 "covid 19" 2786 19 1
0 "covid 19" 4713 9 0
0 "covid 19" 4711 9 0
0 "covid 19" 6089 16 0
0 "covid 19" 4710 9 0
0 "covid 19" 4709 9 0
0 "covid 19" 4708 9 0
0 "covid 19" 4706 9 0
0 "covid 19" 5265 17 0
0 "covid 19" 3848 12 10
0 "covid 19" 4543 9 1
0 "covid 19" 4542 9 1
0 "covid 19" 4541 9 1
0 "covid 19" 4540 9 1
0 "covid 19" 4539 9 1
0 "covid 19" 4538 9 1
0 "covid 19" 4537 9 1
0 "covid 19" 4536 9 1
0 "covid 19" 4535 9 1
0 "covid 19" 9369 25 0
0 "covid 19" 4485 9 10
0 "covid 19" 9939 9 0
0 "covid 19" 4484 9 0
0 "covid 19" 4478 9 0
0 "covid 19" 4477 9 0
0 "covid 19" 3925 9 1
0 "covid 19" 3923 9 1
0 "covid 19" 8655 22 1
0 "covid 19" 75 21 1
0 "covid 19" 3921 9 1
0 "covid 19" 3817 9 0
0 "covid 19" 6432 10 1
0 "covid 19" 3815 9 0
0 "covid 19" 3812 9 0
0 "covid 19" 2167 15 1
0 "covid 19" 8740 13 1
0 "covid 19" 3811 9 0
0 "covid 19" 3809 9 0
0 "covid 19" 3488 9 1
0 "covid 19" 3485 9 1
0 "covid 19" 3483 9 1
0 "covid 19" 3482 9 1
0 "covid 19" 3480 9 1
0 "covid 19" 3479 9 1
0 "covid 19" 3327 9 10
0 "covid 19" 3326 9 0
0 "covid 19" 3325 9 0
0 "covid 19" 3324 9 0
0 "covid 19" 3323 9 0
0 "covid 19" 3320 9 0
0 "covid 19" 3319 9 0
0 "covid 19" 3318 9 0
0 "covid 19" 3156 9 1
0 "covid 19" 3155 9 1
0 "covid 19" 3154 9 1
0 "covid 19" 3153 9 1
0 "covid 19" 3152 9 1
0 "covid 19" 3150 9 1
0 "covid 19" 3148 9 1
0 "covid 19" 8312 52 0
0 "covid 19" 8131 34 0
0 "covid 19" 3101 9 0
0 "covid 19" 8314 52 0
0 "covid 19" 3099 9 0
0 "covid 19" 3098 9 0
0 "covid 19" 3096 9 0
0 "covid 19" 3094 9 0
0 "covid 19" 149 13 1
0 "covid 19" 2890 9 1
0 "covid 19" 2889 9 1
0 "covid 19" 7942 15 0
0 "covid 19" 2887 9 1
0 "covid 19" 2886 9 1
0 "covid 19" 2885 9 1
0 "covid 19" 2534 9 10
0 "covid 19" 2532 9 0
0 "covid 19" 2531 9 0
0 "covid 19" 2530 9 0
0 "covid 19" 2526 9 0
0 "covid 19" 2236 9 1
0 "covid 19" 2235 9 1
0 "covid 19" 2233 9 1
0 "covid 19" 9386 26 10
0 "covid 19" 2066 26 1
0 "covid 19" 2232 9 1
0 "covid 19" 2230 9 1
0 "covid 19" 2229 9 1
0 "covid 19" 2228 9 1
0 "covid 19" 2822 15 1
0 "covid 19" 2227 9 1
0 "covid 19" 1823 9 10
0 "covid 19" 1822 9 0
0 "covid 19" 1821 9 0
0 "covid 19" 1820 9 0
0 "covid 19" 1819 9 0
0 "covid 19" 8038 25 0
0 "covid 19" 1818 9 0
0 "covid 19" 8406 47 1
0 "covid 19" 1816 9 0
0 "covid 19" 5524 14 1
0 "covid 19" 1815 9 0
0 "covid 19" 9515 34 1
0 "covid 19" 3430 14 1
0 "covid 19" 1814 9 0
0 "covid 19" 1652 9 1
0 "covid 19" 1651 9 1
0 "covid 19" 1650 9 1
0 "covid 19" 1649 9 1
0 "covid 19" 1648 9 1
0 "covid 19" 2745 23 1
0 "covid 19" 1647 9 1
0 "covid 19" 1645 9 1
0 "covid 19" 2563 12 0
0 "covid 19" 1643 9 1
0 "covid 19" 1625 9 7
0 "covid 19" 9677 18 1
0 "covid 19" 1624 9 0
0 "covid 19" 2170 15 1
0 "covid 19" 1622 9 0
0 "covid 19" 1621 9 0
0 "covid 19" 2168 15 1
0 "covid 19" 8739 13 1
0 "covid 19" 1620 9 0
0 "covid 19" 1619 9 0
0 "covid 19" 1616 9 0
0 "covid 19" 1317 9 1
0 "covid 19" 1314 9 1
0 "covid 19" 1313 9 1
0 "covid 19" 8276 48 10
0 "covid 19" 1312 9 1
0 "covid 19" 1311 9 1
0 "covid 19" 1310 9 1
0 "covid 19" 8272 48 0
0 "covid 19" 1308 9 1
0 "covid 19" 8155 36 0
0 "covid 19" 5181 9 0
0 "covid 19" 1169 9 0
0 "covid 19" 1167 9 0
0 "covid 19" 615 16 1
0 "covid 19" 1166 9 0
0 "covid 19" 2864 11 1
0 "covid 19" 1001 9 1
0 "covid 19" 484 21 0
0 "covid 19" 1000 9 1
0 "covid 19" 999 9 1
0 "covid 19" 2123 20 1
0 "covid 19" 994 9 1
0 "covid 19" 1241 16 0
0 "covid 19" 925 9 10
0 "covid 19" 924 9 0
0 "covid 19" 923 9 0
0 "covid 19" 922 9 0
0 "covid 19" 6098 17 0
0 "covid 19" 921 9 0
0 "covid 19" 918 9 0
0 "covid 19" 8202 41 0
0 "covid 19" 2732 24 1
0 "covid 19" 917 9 0
0 "covid 19" 916 9 0
0 "covid 19" 687 9 1
0 "covid 19" 9455 33 0
0 "covid 19" 2581 14 0
0 "covid 19" 686 9 1
0 "covid 19" 684 9 1
0 "covid 19" 683 9 1
0 "covid 19" 682 9 1
0 "covid 19" 681 9 1
0 "covid 19" 680 9 1
0 "covid 19" 679 9 1
0 "covid 19" 2746 23 1
0 "covid 19" 678 9 1
0 "covid 19" 5505 16 1
0 "covid 19" 368 9 10
0 "covid 19" 367 9 0
0 "covid 19" 6075 15 0
0 "covid 19" 366 9 0
0 "covid 19" 527 25 0
0 "covid 19" 365 9 0
0 "covid 19" 364 9 0
0 "covid 19" 362 9 0
0 "covid 19" 523 25 0
0 "covid 19" 106 18 1
0 "covid 19" 361 9 0
0 "covid 19" 452 18 0
0 "covid 19" 197 9 1
0 "covid 19" 449 18 0
0 "covid 19" 194 9 1
0 "covid 19" 192 9 1
0 "covid 19" 191 9 1
0 "covid 19" 189 9 1
0 "covid 19" 4481 9 0
0 "covid 19" 9932 8 10
0 "covid 19" 9931 8 0
0 "covid 19" 2842 13 1
0 "covid 19" 1198 12 0
0 "covid 19" 9929 8 0
0 "covid 19" 9928 8 0
0 "covid 19" 9927 8 0
0 "covid 19" 9926 8 0
0 "covid 19" 9925 8 0
0 "covid 19" 9924 8 0
0 "covid 19" 670 10 1
0 "covid 19" 9923 8 0
0 "covid 19" 9779 8 1
0 "covid 19" 2748 23 1
0 "covid 19" 9778 8 1
0 "covid 19" 8093 30 0
0 "covid 19" 9777 8 1
0 "covid 19" 9774 8 1
0 "covid 19" 1285 12 1
0 "covid 19" 4811 10 1
0 "covid 19" 9772 8 1
0 "covid 19" 8624 25 1
0 "covid 19" 9206 8 10
0 "covid 19" 9204 8 0
0 "covid 19" 9203 8 0
0 "covid 19" 9202 8 0
0 "covid 19" 9201 8 0
0 "covid 19" 9200 8 0
0 "covid 19" 7909 12 0
0 "covid 19" 9198 8 0
0 "covid 19" 3146 10 1
0 "covid 19" 9055 8 1
0 "covid 19" 2843 13 1
0 "covid 19" 9053 8 1
0 "covid 19" 9052 8 1
0 "covid 19" 2770 21 1
0 "covid 19" 9050 8 1
0 "covid 19" 9049 8 1
0 "covid 19" 9048 8 1
0 "covid 19" 9047 8 1
0 "covid 19" 9046 8 1
0 "covid 19" 2605 17 0
0 "covid 19" 8947 8 10
0 "covid 19" 2604 16 10
0 "covid 19" 8944 8 0
0 "covid 19" 8943 8 0
0 "covid 19" 2074 25 1
0 "covid 19" 2817 16 1
0 "covid 19" 8942 8 0
0 "covid 19" 1287 12 1
0 "covid 19" 8941 8 0
0 "covid 19" 2072 25 1
0 "covid 19" 8940 8 0
0 "covid 19" 8939 8 0
0 "covid 19" 8796 8 1
0 "covid 19" 8795 8 1
0 "covid 19" 8794 8 1
0 "covid 19" 8793 8 1
0 "covid 19" 8792 8 1
0 "covid 19" 8789 8 1
0 "covid 19" 2160 16 1
0 "covid 19" 1628 10 0
0 "covid 19" 7876 8 10
0 "covid 19" 7874 8 0
0 "covid 19" 7873 8 0
0 "covid 19" 412 14 0
0 "covid 19" 7872 8 0
0 "covid 19" 7871 8 0
0 "covid 19" 7870 8 0
0 "covid 19" 3472 10 1
0 "covid 19" 7867 8 0
0 "covid 19" 7566 8 0
0 "covid 19" 8938 8 0
0 "covid 19" 7565 8 0
0 "covid 19" 1288 11 1
0 "covid 19" 7563 8 0
0 "covid 19" 7562 8 0
0 "covid 19" 7561 8 0
0 "covid 19" 7559 8 0
0 "covid 19" 7557 8 0
0 "covid 19" 7556 8 0
0 "covid 19" 2152 17 1
0 "covid 19" 7553 8 0
0 "covid 19" 2156 17 1
0 "covid 19" 8719 15 1
0 "covid 19" 7549 8 0
0 "covid 19" 7315 8 1
0 "covid 19" 7314 8 1
0 "covid 19" 4714 9 10
0 "covid 19" 7313 8 1
0 "covid 19" 8608 26 1
0 "covid 19" 4712 9 0
0 "covid 19" 7311 8 1
0 "covid 19" 7310 8 1
0 "covid 19" 7309 8 1
0 "covid 19" 7306 8 1
0 "covid 19" 7268 8 0
0 "covid 19" 7267 8 0
0 "covid 19" 9376 25 10
0 "covid 19" 7264 8 0
0 "covid 19" 7260 8 0
0 "covid 19" 7039 8 1
0 "covid 19" 8307 52 0
0 "covid 19" 7038 8 1
0 "covid 19" 4503 11 0
0 "covid 19" 7037 8 1
0 "covid 19" 7034 8 1
0 "covid 19" 7032 8 1
0 "covid 19" 122 16 1
0 "covid 19" 7031 8 1
0 "covid 19" 3336 10 0
0 "covid 19" 7030 8 1
0 "covid 19" 7017 8 0
0 "covid 19" 7014 8 0
0 "covid 19" 7013 8 0
0 "covid 19" 7010 8 0
0 "covid 19" 9701 16 1
0 "covid 19" 7009 8 0
0 "covid 19" 9985 14 0
0 "covid 19" 6731 8 1
0 "covid 19" 6730 8 1
0 "covid 19" 6728 8 1
0 "covid 19" 6170 10 1
0 "covid 19" 6727 8 1
0 "covid 19" 6726 8 1
0 "covid 19" 6725 8 1
0 "covid 19" 9617 24 1
0 "covid 19" 6724 8 1
0 "covid 19" 6610 8 10
0 "covid 19" 6609 8 0
0 "covid 19" 6608 8 0
0 "covid 19" 8326 53 0
0 "covid 19" 9693 16 1
0 "covid 19" 6607 8 0
0 "covid 19" 9022 11 1
0 "covid 19" 6604 8 0
0 "covid 19" 6603 8 0
0 "covid 19" 8614 26 1
0 "covid 19" 6602 8 0
0 "covid 19" 6601 8 0
0 "covid 19" 6458 8 1
0 "covid 19" 6453 8 1
0 "covid 19" 6452 8 1
0 "covid 19" 6451 8 1
0 "covid 19" 6083 16 0
0 "covid 19" 6450 8 1
0 "covid 19" 6385 8 0
0 "covid 19" 6384 8 0
0 "covid 19" 6382 8 0
0 "covid 19" 6380 8 0
0 "covid 19" 6157 11 1
0 "covid 19" 6379 8 0
0 "covid 19" 6195 8 1
0 "covid 19" 6193 8 1
0 "covid 19" 6192 8 1
0 "covid 19" 6191 8 1
0 "covid 19" 7955 16 0
0 "covid 19" 6010 8 10
