thread date nviruses state counts
0 27 1 "Infected" 410
0 27 1 "Recovered" 9274
0 28 1 "Susceptible" 259
0 28 1 "Infected" 350
0 28 1 "Recovered" 9391
0 29 1 "Susceptible" 217
0 29 1 "Infected" 279
0 29 1 "Recovered" 9504
0 30 1 "Susceptible" 181
0 30 1 "Infected" 223
0 30 1 "Recovered" 9596
0 31 1 "Susceptible" 155
0 31 1 "Infected" 179
0 31 1 "Recovered" 9666
0 32 1 "Susceptible" 137
0 32 1 "Infected" 137
0 32 1 "Recovered" 9726
0 33 1 "Susceptible" 120
0 33 1 "Infected" 120
0 33 1 "Recovered" 9760
0 34 1 "Susceptible" 109
0 34 1 "Infected" 96
0 34 1 "Recovered" 9795
0 35 1 "Susceptible" 98
0 35 1 "Infected" 74
0 35 1 "Recovered" 9828
0 36 1 "Susceptible" 88
0 36 1 "Infected" 64
0 36 1 "Recovered" 9848
0 37 1 "Susceptible" 82
0 37 1 "Infected" 53
0 37 1 "Recovered" 9865
0 38 1 "Susceptible" 76
0 38 1 "Infected" 39
0 38 1 "Recovered" 9885
0 39 1 "Susceptible" 71
0 39 1 "Infected" 28
0 39 1 "Recovered" 9901
0 40 1 "Susceptible" 65
0 40 1 "Infected" 25
0 40 1 "Recovered" 9910
0 41 1 "Susceptible" 59
0 41 1 "Infected" 18
0 41 1 "Recovered" 9923
0 42 1 "Susceptible" 53
0 42 1 "Infected" 15
0 42 1 "Recovered" 9932
0 43 1 "Susceptible" 47
0 43 1 "Infected" 17
0 43 1 "Recovered" 9936
0 44 1 "Susceptible" 45
0 44 1 "Infected" 14
0 44 1 "Recovered" 9941
0 45 1 "Susceptible" 43
0 45 1 "Infected" 13
0 45 1 "Recovered" 9944
0 46 1 "Susceptible" 41
0 46 1 "Infected" 11
0 46 1 "Recovered" 9948
0 47 1 "Susceptible" 39
0 47 1 "Infected" 10
0 47 1 "Recovered" 9951
0 48 1 "Susceptible" 37
0 48 1 "Infected" 8
0 48 1 "Recovered" 9955
0 49 1 "Susceptible" 36
0 49 1 "Infected" 6
0 49 1 "Recovered" 9958
0 50 1 "Susceptible" 34
0 50 1 "Infected" 8
0 50 1 "Recovered" 9958
0 51 1 "Susceptible" 33
0 51 1 "Infected" 7
0 51 1 "Recovered" 9960
0 52 1 "Susceptible" 31
0 52 1 "Infected" 8
0 52 1 "Recovered" 9961
0 53 1 "Susceptible" 29
0 53 1 "Infected" 8
0 53 1 "Recovered" 9963
0 54 1 "Susceptible" 27
0 54 1 "Infected" 6
0 54 1 "Recovered" 9967
0 55 1 "Susceptible" 26
0 55 1 "Infected" 5
0 55 1 "Recovered" 9969
0 56 1 "Susceptible" 23
0 56 1 "Infected" 5
0 56 1 "Recovered" 9972
0 57 1 "Susceptible" 21
0 57 1 "Infected" 5
0 57 1 "Recovered" 9974
0 58 1 "Susceptible" 19
0 58 1 "Infected" 4
0 58 1 "Recovered" 9977
0 59 1 "Susceptible" 17
0 59 1 "Infected" 5
0 59 1 "Recovered" 9978
0 60 1 "Susceptible" 15
0 60 1 "Infected" 6
0 60 1 "Recovered" 9979
0 61 1 "Susceptible" 13
0 61 1 "Infected" 6
0 61 1 "Recovered" 9981
0 62 1 "Susceptible" 11
0 62 1 "Infected" 6
0 62 1 "Recovered" 9983
0 63 1 "Susceptible" 9
0 63 1 "Infected" 4
0 63 1 "Recovered" 9987
0 64 1 "Susceptible" 7
0 64 1 "Infected" 5
0 64 1 "Recovered" 9988
0 65 1 "Susceptible" 5
0 65 1 "Infected" 7
0 65 1 "Recovered" 9988
0 66 1 "Susceptible" 3
0 66 1 "Infected" 5
0 66 1 "Recovered" 9992
0 67 1 "Susceptible" 1
0 67 1 "Infected" 7
0 67 1 "Recovered" 9992
0 68 1 "Susceptible" 0
0 68 1 "Infected" 6
0 68 1 "Recovered" 9994
0 69 1 "Susceptible" 0
0 69 1 "Infected" 4
0 69 1 "Recovered" 9996
0 70 1 "Susceptible" 0
0 70 1 "Infected" 3
0 70 1 "Recovered" 9997
0 71 1 "Susceptible" 0
0 71 1 "Infected" 2
0 71 1 "Recovered" 9998
0 72 1 "Susceptible" 0
0 72 1 "Infected" 1
0 72 1 "Recovered" 9999
0 73 1 "Susceptible" 0
0 73 1 "Infected" 1
0 73 1 "Recovered" 9999
0 74 1 "Susceptible" 0
0 74 1 "Infected" 1
0 74 1 "Recovered" 9999
0 75 1 "Susceptible" 0
0 75 1 "Infected" 1
0 75 1 "Recovered" 9999
0 76 1 "Susceptible" 0
0 76 1 "Infected" 1
0 76 1 "Recovered" 9999
0 77 1 "Susceptible" 0
0 77 1 "Infected" 0
0 77 1 "Recovered" 10000
0 78 1 "Susceptible" 0
0 78 1 "Infected" 0
0 78 1 "Recovered" 10000
0 79 1 "Susceptible" 0
0 79 1 "Infected" 0
0 79 1 "Recovered" 10000
0 80 1 "Susceptible" 0
0 80 1 "Infected" 0
0 80 1 "Recovered" 10000
0 81 1 "Susceptible" 0
0 81 1 "Infected" 0
0 81 1 "Recovered" 10000
0 82 1 "Susceptible" 0
0 82 1 "Infected" 0
0 82 1 "Recovered" 10000
0 83 1 "Susceptible" 0
0 83 1 "Infected" 0
0 83 1 "Recovered" 10000
0 84 1 "Susceptible" 0
0 84 1 "Infected" 0
0 84 1 "Recovered" 10000
0 85 1 "Susceptible" 0
0 85 1 "Infected" 0
0 85 1 "Recovered" 10000
0 86 1 "Susceptible" 0
0 86 1 "Infected" 0
0 86 1 "Recovered" 10000
0 87 1 "Susceptible" 0
0 87 1 "Infected" 0
0 87 1 "Recovered" 10000
0 88 1 "Susceptible" 0
0 88 1 "Infected" 0
0 88 1 "Recovered" 10000
0 89 1 "Susceptible" 0
0 89 1 "Infected" 0
0 89 1 "Recovered" 10000
0 90 1 "Susceptible" 0
0 90 1 "Infected" 0
0 90 1 "Recovered" 10000
0 91 1 "Susceptible" 0
0 91 1 "Infected" 0
0 91 1 "Recovered" 10000
0 92 1 "Susceptible" 0
0 92 1 "Infected" 0
0 92 1 "Recovered" 10000
0 93 1 "Susceptible" 0
0 93 1 "Infected" 0
0 93 1 "Recovered" 10000
0 94 1 "Susceptible" 0
0 94 1 "Infected" 0
0 94 1 "Recovered" 10000
0 95 1 "Susceptible" 0
0 95 1 "Infected" 0
0 95 1 "Recovered" 10000
0 96 1 "Susceptible" 0
0 96 1 "Infected" 0
0 96 1 "Recovered" 10000
0 97 1 "Susceptible" 0
0 97 1 "Infected" 0
0 97 1 "Recovered" 10000
0 98 1 "Susceptible" 0
0 98 1 "Infected" 0
0 98 1 "Recovered" 10000
0 99 1 "Susceptible" 0
0 99 1 "Infected" 0
0 99 1 "Recovered" 10000
0 100 1 "Susceptible" 0
0 100 1 "Infected" 0
0 100 1 "Recovered" 10000
