thread date nviruses state counts
0 27 1 "Infected" 391
0 27 1 "Recovered" 9137
0 28 1 "Susceptible" 396
0 28 1 "Infected" 347
0 28 1 "Recovered" 9257
0 29 1 "Susceptible" 329
0 29 1 "Infected" 322
0 29 1 "Recovered" 9349
0 30 1 "Susceptible" 277
0 30 1 "Infected" 269
0 30 1 "Recovered" 9454
0 31 1 "Susceptible" 231
0 31 1 "Infected" 238
0 31 1 "Recovered" 9531
0 32 1 "Susceptible" 194
0 32 1 "Infected" 196
0 32 1 "Recovered" 9610
0 33 1 "Susceptible" 172
0 33 1 "Infected" 158
0 33 1 "Recovered" 9670
0 34 1 "Susceptible" 150
0 34 1 "Infected" 133
0 34 1 "Recovered" 9717
0 35 1 "Susceptible" 125
0 35 1 "Infected" 121
0 35 1 "Recovered" 9754
0 36 1 "Susceptible" 104
0 36 1 "Infected" 106
0 36 1 "Recovered" 9790
0 37 1 "Susceptible" 86
0 37 1 "Infected" 92
0 37 1 "Recovered" 9822
0 38 1 "Susceptible" 74
0 38 1 "Infected" 77
0 38 1 "Recovered" 9849
0 39 1 "Susceptible" 64
0 39 1 "Infected" 72
0 39 1 "Recovered" 9864
0 40 1 "Susceptible" 54
0 40 1 "Infected" 57
0 40 1 "Recovered" 9889
0 41 1 "Susceptible" 46
0 41 1 "Infected" 44
0 41 1 "Recovered" 9910
0 42 1 "Susceptible" 40
0 42 1 "Infected" 35
0 42 1 "Recovered" 9925
0 43 1 "Susceptible" 35
0 43 1 "Infected" 32
0 43 1 "Recovered" 9933
0 44 1 "Susceptible" 33
0 44 1 "Infected" 24
0 44 1 "Recovered" 9943
0 45 1 "Susceptible" 28
0 45 1 "Infected" 25
0 45 1 "Recovered" 9947
0 46 1 "Susceptible" 24
0 46 1 "Infected" 21
0 46 1 "Recovered" 9955
0 47 1 "Susceptible" 21
0 47 1 "Infected" 18
0 47 1 "Recovered" 9961
0 48 1 "Susceptible" 17
0 48 1 "Infected" 14
0 48 1 "Recovered" 9969
0 49 1 "Susceptible" 13
0 49 1 "Infected" 15
0 49 1 "Recovered" 9972
0 50 1 "Susceptible" 10
0 50 1 "Infected" 15
0 50 1 "Recovered" 9975
0 51 1 "Susceptible" 5
0 51 1 "Infected" 17
0 51 1 "Recovered" 9978
0 52 1 "Susceptible" 1
0 52 1 "Infected" 16
0 52 1 "Recovered" 9983
0 53 1 "Susceptible" 0
0 53 1 "Infected" 13
0 53 1 "Recovered" 9987
0 54 1 "Susceptible" 0
0 54 1 "Infected" 8
0 54 1 "Recovered" 9992
0 55 1 "Susceptible" 0
0 55 1 "Infected" 7
0 55 1 "Recovered" 9993
0 56 1 "Susceptible" 0
0 56 1 "Infected" 6
0 56 1 "Recovered" 9994
0 57 1 "Susceptible" 0
0 57 1 "Infected" 5
0 57 1 "Recovered" 9995
0 58 1 "Susceptible" 0
0 58 1 "Infected" 1
0 58 1 "Recovered" 9999
0 59 1 "Susceptible" 0
0 59 1 "Infected" 1
0 59 1 "Recovered" 9999
0 60 1 "Susceptible" 0
0 60 1 "Infected" 0
0 60 1 "Recovered" 10000
0 61 1 "Susceptible" 0
0 61 1 "Infected" 0
0 61 1 "Recovered" 10000
0 62 1 "Susceptible" 0
0 62 1 "Infected" 0
0 62 1 "Recovered" 10000
0 63 1 "Susceptible" 0
0 63 1 "Infected" 0
0 63 1 "Recovered" 10000
0 64 1 "Susceptible" 0
0 64 1 "Infected" 0
0 64 1 "Recovered" 10000
0 65 1 "Susceptible" 0
0 65 1 "Infected" 0
0 65 1 "Recovered" 10000
0 66 1 "Susceptible" 0
0 66 1 "Infected" 0
0 66 1 "Recovered" 10000
0 67 1 "Susceptible" 0
0 67 1 "Infected" 0
0 67 1 "Recovered" 10000
0 68 1 "Susceptible" 0
0 68 1 "Infected" 0
0 68 1 "Recovered" 10000
0 69 1 "Susceptible" 0
0 69 1 "Infected" 0
0 69 1 "Recovered" 10000
0 70 1 "Susceptible" 0
0 70 1 "Infected" 0
0 70 1 "Recovered" 10000
0 71 1 "Susceptible" 0
0 71 1 "Infected" 0
0 71 1 "Recovered" 10000
0 72 1 "Susceptible" 0
0 72 1 "Infected" 0
0 72 1 "Recovered" 10000
0 73 1 "Susceptible" 0
0 73 1 "Infected" 0
0 73 1 "Recovered" 10000
0 74 1 "Susceptible" 0
0 74 1 "Infected" 0
0 74 1 "Recovered" 10000
0 75 1 "Susceptible" 0
0 75 1 "Infected" 0
0 75 1 "Recovered" 10000
0 76 1 "Susceptible" 0
0 76 1 "Infected" 0
0 76 1 "Recovered" 10000
0 77 1 "Susceptible" 0
0 77 1 "Infected" 0
0 77 1 "Recovered" 10000
0 78 1 "Susceptible" 0
0 78 1 "Infected" 0
0 78 1 "Recovered" 10000
0 79 1 "Susceptible" 0
0 79 1 "Infected" 0
0 79 1 "Recovered" 10000
0 80 1 "Susceptible" 0
0 80 1 "Infected" 0
0 80 1 "Recovered" 10000
0 81 1 "Susceptible" 0
0 81 1 "Infected" 0
0 81 1 "Recovered" 10000
0 82 1 "Susceptible" 0
0 82 1 "Infected" 0
0 82 1 "Recovered" 10000
0 83 1 "Susceptible" 0
0 83 1 "Infected" 0
0 83 1 "Recovered" 10000
0 84 1 "Susceptible" 0
0 84 1 "Infected" 0
0 84 1 "Recovered" 10000
0 85 1 "Susceptible" 0
0 85 1 "Infected" 0
0 85 1 "Recovered" 10000
0 86 1 "Susceptible" 0
0 86 1 "Infected" 0
0 86 1 "Recovered" 10000
0 87 1 "Susceptible" 0
0 87 1 "Infected" 0
0 87 1 "Recovered" 10000
0 88 1 "Susceptible" 0
0 88 1 "Infected" 0
0 88 1 "Recovered" 10000
0 89 1 "Susceptible" 0
0 89 1 "Infected" 0
0 89 1 "Recovered" 10000
0 90 1 "Susceptible" 0
0 90 1 "Infected" 0
0 90 1 "Recovered" 10000
0 91 1 "Susceptible" 0
0 91 1 "Infected" 0
0 91 1 "Recovered" 10000
0 92 1 "Susceptible" 0
0 92 1 "Infected" 0
0 92 1 "Recovered" 10000
0 93 1 "Susceptible" 0
0 93 1 "Infected" 0
0 93 1 "Recovered" 10000
0 94 1 "Susceptible" 0
0 94 1 "Infected" 0
0 94 1 "Recovered" 10000
0 95 1 "Susceptible" 0
0 95 1 "Infected" 0
0 95 1 "Recovered" 10000
0 96 1 "Susceptible" 0
0 96 1 "Infected" 0
0 96 1 "Recovered" 10000
0 97 1 "Susceptible" 0
0 97 1 "Infected" 0
0 97 1 "Recovered" 10000
0 98 1 "Susceptible" 0
0 98 1 "Infected" 0
0 98 1 "Recovered" 10000
0 99 1 "Susceptible" 0
0 99 1 "Infected" 0
0 99 1 "Recovered" 10000
0 100 1 "Susceptible" 0
0 100 1 "Infected" 0
0 100 1 "Recovered" 10000
